Time (ns),970RMSD (Å),239RMSD (Å),Substrate,14475 RMSD (Å)
28.45,2.43063,2.395,2.25056,1.90087
28.46,2.29164,2.37148,2.22428,1.92866
28.47,2.31539,2.33611,2.22179,1.83694
28.48,2.29133,2.4058,2.14391,1.92969
28.49,2.34975,2.39742,2.20013,1.84065
28.5,2.35171,2.36647,2.23722,1.89152
28.51,2.3649,2.33106,2.14433,1.86615
28.52,2.3522,2.29715,2.22143,1.86518
28.53,2.37338,2.30933,2.07352,1.91147
28.54,2.401,2.35079,2.11785,1.90803
28.55,2.4713,2.29986,2.22358,1.95701
28.56,2.39064,2.26431,2.18207,1.88637
28.57,2.4237,2.25587,2.13413,1.84226
28.58,2.39957,2.22098,2.10931,1.83071
28.59,2.45614,2.19002,2.13898,1.87237
28.6,2.40766,2.20539,2.26647,1.9079
28.61,2.42767,2.31292,2.22222,1.97026
28.62,2.41624,2.33672,2.15215,1.97815
28.63,2.33128,2.25282,2.19863,2.02317
28.64,2.37457,2.33073,2.25696,1.95028
28.65,2.34383,2.33125,2.24724,1.94472
28.66,2.35299,2.3319,2.17204,1.91196
28.67,2.48466,2.42643,2.21814,1.90215
28.68,2.3651,2.47647,2.25953,1.983
28.69,2.27724,2.4723,2.2184,1.98705
28.7,2.33029,2.48587,2.37253,1.94479
28.71,2.3364,2.40372,2.29567,1.95931
28.72,2.27613,2.4353,2.14113,2.05414
28.73,2.36715,2.38855,2.2769,1.93723
28.74,2.38376,2.34452,2.25717,1.99344
28.75,2.28751,2.35409,2.328,2.01273
28.76,2.31401,2.30315,2.22976,1.92094
28.77,2.34628,2.34007,2.18456,1.95853
28.78,2.43247,2.32049,2.24563,1.93482
28.79,2.36521,2.38523,2.12756,1.97937
28.8,2.32797,2.40678,2.11271,1.91917
28.81,2.36268,2.51731,2.21565,1.96126
28.82,2.37075,2.53706,2.15538,1.97603
28.83,2.33257,2.37489,2.18073,1.92727
28.84,2.38265,2.37931,2.15259,1.98221
28.85,2.35598,2.37868,2.14604,1.89636
28.86,2.36534,2.33553,2.12942,1.94357
28.87,2.32493,2.31367,2.26641,1.92142
28.88,2.35224,2.31671,2.24485,1.98993
28.89,2.32016,2.2639,2.14309,1.87967
28.9,2.33745,2.31635,2.23554,1.91482
28.91,2.33783,2.31722,2.27367,1.95064
28.92,2.32253,2.38066,2.18912,1.96667
28.93,2.33892,2.28153,2.21733,2.02094
28.94,2.32739,2.34297,2.12165,1.97726
28.95,2.32414,2.37629,2.1859,1.99473
28.96,2.30148,2.35079,2.17021,2.05615
28.97,2.36352,2.41925,2.26294,1.98968
28.98,2.33481,2.26104,2.3587,1.94867
28.99,2.40392,2.22962,2.22204,2.03355
29,2.45886,2.28841,2.19189,1.93162
29.01,2.42719,2.29936,2.14605,1.92853
29.02,2.34394,2.34969,2.20164,2.03204
29.03,2.39124,2.35438,2.19636,1.98573
29.04,2.37505,2.40718,2.14609,1.95631
29.05,2.36886,2.49386,2.13088,2.0771
29.06,2.42121,2.53762,2.17674,2.00035
29.07,2.36148,2.35938,2.1908,1.97092
29.08,2.31363,2.40491,2.17204,1.89138
29.09,2.36343,2.35523,2.25178,1.91428
29.1,2.36114,2.35237,2.19674,1.8477
29.11,2.38966,2.4615,2.14296,1.90594
29.12,2.46064,2.57915,2.17322,1.89602
29.13,2.36541,2.50718,2.10562,1.89767
29.14,2.39239,2.46584,2.21628,1.95578
29.15,2.36168,2.48856,2.18905,1.95105
29.16,2.31473,2.49465,2.20597,1.90924
29.17,2.39658,2.47262,2.15635,1.8802
29.18,2.36938,2.41607,2.14962,1.84208
29.19,2.35639,2.68564,2.19711,1.89316
29.2,2.34558,2.69687,2.24327,1.83771
29.21,2.27726,2.75221,2.20584,1.73966
29.22,2.37859,2.61159,2.22217,1.83222
29.23,2.47041,2.43399,2.22529,1.79268
29.24,2.40962,2.40299,2.19449,1.81217
29.25,2.34251,2.44795,2.22057,1.88948
29.26,2.36515,2.37729,2.22935,1.87491
29.27,2.40358,2.39531,2.1804,1.90387
29.28,2.40469,2.48553,2.20844,1.90167
29.29,2.46157,2.36728,2.20199,1.92516
29.3,2.42025,2.30289,2.21305,1.87484
29.31,2.42976,2.44096,2.12786,1.88798
29.32,2.48818,2.44603,2.14129,1.84163
29.33,2.38016,2.55656,2.18998,1.88817
29.34,2.49002,2.65441,2.12547,1.88315
29.35,2.5049,2.4151,2.18859,1.85638
29.36,2.46299,2.42132,2.192,1.84625
29.37,2.37257,2.3534,2.21615,1.80236
29.38,2.39219,2.38337,2.22925,1.84669
29.39,2.43071,2.44227,2.23373,1.7967
29.4,2.50241,2.39267,2.12516,1.82176
29.41,2.46818,2.46872,2.1351,1.89532
29.42,2.46313,2.41463,2.17419,1.93949
29.43,2.45982,2.34457,2.07292,1.89925
29.44,2.37065,2.39192,2.13515,1.85854
29.45,2.40579,2.43205,2.19709,1.83492
29.46,2.4483,2.43357,2.16994,1.95788
29.47,2.47863,2.47364,2.16018,1.90641
29.48,2.39597,2.43663,2.06963,1.8549
29.49,2.46535,2.48106,2.08976,1.91097
29.5,2.48473,2.55529,2.15633,1.86697
29.51,2.43611,2.5342,2.18438,1.89705
29.52,2.39151,2.44072,2.10851,1.92322
29.53,2.33906,2.46022,2.0743,1.96318
29.54,2.3369,2.5265,2.11438,1.91669
29.55,2.37229,2.56024,2.17526,1.93998
29.56,2.34489,2.50398,2.12636,1.90386
29.57,2.37264,2.48166,2.10348,1.8499
29.58,2.36392,2.63621,2.10948,1.85077
29.59,2.40223,2.69866,2.14368,1.952
29.6,2.39179,2.61175,2.12931,1.9114
29.61,2.40521,2.74232,2.14946,1.99619
29.62,2.44537,2.8019,2.14081,1.9109
29.63,2.41286,2.71356,2.15061,1.92733
29.64,2.39017,2.70633,2.135,1.99199
29.65,2.34034,2.71106,2.18409,1.9732
29.66,2.34104,2.59306,2.10857,1.97685
29.67,2.42322,2.53031,2.15471,1.98085
29.68,2.41621,2.4998,2.04981,1.90695
29.69,2.3666,2.47585,2.08734,1.8892
29.7,2.40094,2.49425,2.17869,1.91956
29.71,2.36332,2.48868,2.17124,1.93181
29.72,2.33908,2.52949,2.15156,1.93896
29.73,2.35906,2.46476,2.14752,1.88641
29.74,2.249,2.35407,2.2054,1.91965
29.75,2.32012,2.47488,2.15346,1.87158
29.76,2.3027,2.41864,2.18197,1.94577
29.77,2.27179,2.44328,2.11157,1.92413
29.78,2.34181,2.48325,2.11091,1.89156
29.79,2.4257,2.38579,2.14841,1.94419
29.8,2.42392,2.34832,2.16612,1.89056
29.81,2.45023,2.46866,2.13432,1.85995
29.82,2.28819,2.43632,2.12043,1.81842
29.83,2.38053,2.40657,2.10907,1.82762
29.84,2.35918,2.42238,2.16232,1.80437
29.85,2.34617,2.46701,2.11982,1.87801
29.86,2.32775,2.53877,2.16358,1.90356
29.87,2.37433,2.60826,2.19987,1.84485
29.88,2.43024,2.40053,2.12548,1.88988
29.89,2.37994,2.43131,2.1293,1.89119
29.9,2.36141,2.54732,2.18608,1.83712
29.91,2.27684,2.55602,2.21738,1.91083
29.92,2.34274,2.60047,2.13096,2.02059
29.93,2.39877,2.58842,2.14334,1.94851
29.94,2.39237,2.52172,2.25126,1.91219
29.95,2.39906,2.48669,2.24036,1.88696
29.96,2.33281,2.42983,2.2386,1.83698
29.97,2.33733,2.60387,2.26089,1.84362
29.98,2.32901,2.58728,2.26086,1.88049
29.99,2.33809,2.67168,2.23359,1.91048
30,2.29215,2.52046,2.2588,1.92049
30.01,2.3181,2.45734,2.25365,1.91979
30.02,2.37491,2.51489,2.29584,1.9165
30.03,2.28926,2.53966,2.25139,1.91705
30.04,2.28204,2.5017,2.23355,1.86453
30.05,2.30883,2.59451,2.28586,1.88881
30.06,2.3395,2.52989,2.219,1.88099
30.07,2.26072,2.51091,2.21361,1.82221
30.08,2.24651,2.50331,2.21874,1.82118
30.09,2.23593,2.51224,2.3051,1.91121
30.1,2.27179,2.55595,2.29944,1.87937
30.11,2.22073,2.55776,2.35692,1.87838
30.12,2.23979,2.4527,2.19565,1.90358
30.13,2.24284,2.59346,2.22592,1.91307
30.14,2.19035,2.62013,2.29386,1.91266
30.15,2.23387,2.63945,2.20361,1.85505
30.16,2.2281,2.58496,2.20182,1.95164
30.17,2.31028,2.59857,2.1482,1.93006
30.18,2.41348,2.55778,2.11491,1.962
30.19,2.34509,2.62656,2.07422,1.90647
30.2,2.25269,2.46404,2.06585,1.84687
30.21,2.23906,2.44742,2.08162,2.01043
30.22,2.24799,2.54038,2.0656,1.98447
30.23,2.36223,2.55596,2.06534,1.96452
30.24,2.32784,2.57364,1.98749,1.94985
30.25,2.3244,2.6635,2.02226,1.94291
30.26,2.33542,2.66216,2.03257,1.94048
30.27,2.28604,2.58888,2.00533,1.90258
30.28,2.2796,2.66239,2.08585,1.91851
30.29,2.33011,2.67373,2.03784,1.8615
30.3,2.2384,2.70915,1.99911,1.90299
30.31,2.26319,2.72856,2.0235,2.04774
30.32,2.23824,2.72428,2.01848,1.94906
30.33,2.17029,2.80444,2.00726,1.92598
30.34,2.26399,2.68703,1.89286,2.00948
30.35,2.20809,2.81593,1.98856,1.97047
30.36,2.19969,2.70398,1.99241,1.96938
30.37,2.22442,2.56441,2.04859,1.97099
30.38,2.28576,2.53852,1.97616,1.95241
30.39,2.20263,2.56448,2.02885,1.99565
30.4,2.31963,2.45387,2.04316,1.95667
30.41,2.29357,2.61984,2.01432,1.9009
30.42,2.23969,2.65949,2.05064,1.8885
30.43,2.23637,2.68408,2.07567,1.91158
30.44,2.22257,2.7735,2.08147,1.89965
30.45,2.22665,2.6801,2.05608,1.96898
30.46,2.19544,2.77481,2.0627,1.99837
30.47,2.15517,2.82879,2.01073,1.89371
30.48,2.17528,2.78451,2.09073,1.97114
30.49,2.20468,2.96945,1.95687,1.96983
30.5,2.21059,2.92347,1.99896,1.92602
30.51,2.28265,2.84402,2.05141,1.92813
30.52,2.24568,2.78232,2.00814,1.94726
30.53,2.33197,2.71232,2.05283,1.90544
30.54,2.33591,2.66096,2.058,1.96634
30.55,2.33565,2.65587,2.10166,1.97386
30.56,2.2949,2.63834,2.17368,1.94824
30.57,2.20958,2.67311,2.16175,2.02104
30.58,2.16167,2.59878,2.20608,1.8927
30.59,2.23745,2.67985,2.16395,1.90611
30.6,2.37568,2.68559,2.07383,1.96051
30.61,2.15382,2.6407,2.1017,2.00908
30.62,2.15094,2.59449,2.10068,1.9358
30.63,2.07729,2.53951,2.1001,1.98717
30.64,2.13137,2.74681,2.18517,1.96248
30.65,2.19519,2.6409,2.17479,1.96978
30.66,2.14809,2.623,2.1887,2.04424
30.67,2.17267,2.77233,2.14899,1.96841
30.68,2.15184,2.62698,2.24551,1.96407
30.69,2.21409,2.53767,2.15845,1.98556
30.7,2.16461,2.50886,2.22071,1.91907
30.71,2.24271,2.52913,2.16456,1.89844
30.72,2.25583,2.5073,2.22736,1.90522
30.73,2.24594,2.53565,2.13268,1.86648
30.74,2.22246,2.52269,2.10081,1.96968
30.75,2.23692,2.46077,2.13802,1.90495
30.76,2.14141,2.49503,2.10133,1.90449
30.77,2.13917,2.33144,2.1359,1.89487
30.78,2.18661,2.3305,2.1485,1.91223
30.79,2.20369,2.30902,2.20618,1.93634
30.8,2.18836,2.32153,2.14423,1.92981
30.81,2.14431,2.24629,2.23443,1.92404
30.82,2.26961,2.16334,2.13665,1.95171
30.83,2.1724,2.29184,2.14556,1.88336
30.84,2.20205,2.49366,2.13582,1.84421
30.85,2.19391,2.4921,2.05287,1.79768
30.86,2.15086,2.48191,2.07849,1.81475
30.87,2.16333,2.5202,2.1065,1.85548
30.88,2.257,2.55095,2.10046,1.87698
30.89,2.27488,2.6198,2.1289,1.82251
30.9,2.1889,2.68489,2.06948,1.90754
30.91,2.18332,2.71512,2.15558,1.82264
30.92,2.23753,2.54398,2.17071,1.9792
30.93,2.34428,2.56382,2.11923,1.91682
30.94,2.38313,2.67755,2.08182,1.88122
30.95,2.41158,2.60143,2.08738,1.83693
30.96,2.45114,2.55519,2.06444,1.87484
30.97,2.41628,2.54157,2.11028,1.81378
30.98,2.39764,2.67101,2.01982,1.86039
30.99,2.37435,2.66167,2.08833,1.8965
31,2.25495,2.62612,2.15369,1.89232
31.01,2.26244,2.55641,2.11473,1.89605
31.02,2.28435,2.73765,2.15108,1.92599
31.03,2.26676,2.67426,2.1082,1.90554
31.04,2.21044,2.54,2.12408,1.87692
31.05,2.12567,2.58398,2.13374,1.83998
31.06,2.1808,2.46346,2.11768,1.87314
31.07,2.21773,2.38075,2.1628,1.86053
31.08,2.25836,2.4451,2.09187,1.84678
31.09,2.29015,2.40639,2.14873,1.8391
31.1,2.27667,2.38782,2.05845,1.80606
31.11,2.42089,2.48643,2.06378,1.85447
31.12,2.31018,2.36071,2.10113,1.82077
31.13,2.29918,2.45803,2.12667,1.84693
31.14,2.319,2.52352,2.17595,1.87738
31.15,2.33882,2.57715,2.14412,1.81566
31.16,2.19005,2.52539,2.1357,1.89535
31.17,2.27006,2.54855,2.16837,1.86802
31.18,2.19941,2.60242,2.16304,1.81406
31.19,2.18576,2.59212,2.16624,1.84187
31.2,2.19797,2.72555,2.14109,1.87413
31.21,2.20409,2.65285,2.23968,1.93781
31.22,2.12756,2.66359,2.1374,1.88168
31.23,2.17589,2.55263,2.1389,1.82199
31.24,2.33071,2.61834,2.13894,1.87231
31.25,2.27012,2.52793,2.22134,1.91235
31.26,2.30156,2.72857,2.24209,1.7558
31.27,2.31796,2.64403,2.28996,1.76831
31.28,2.30198,2.53623,2.2429,1.80619
31.29,2.28928,2.56781,2.14815,1.77888
31.3,2.31858,2.82614,2.06378,1.74981
31.31,2.28439,2.6967,2.0925,1.83728
31.32,2.31811,2.57699,2.10824,1.78509
31.33,2.38141,2.53935,2.16968,1.79317
31.34,2.40062,2.58126,2.14646,1.79213
31.35,2.33108,2.56757,2.21922,1.82313
31.36,2.26906,2.5008,2.16362,1.84021
31.37,2.27139,2.45231,2.23981,1.86163
31.38,2.29261,2.50545,2.19902,1.87407
31.39,2.18603,2.55798,2.1251,1.88322
31.4,2.13088,2.42103,2.2011,1.98512
31.41,2.16756,2.40841,2.29984,2.04176
31.42,2.18836,2.51643,2.24274,1.97084
31.43,2.10651,2.55221,2.17477,1.93378
31.44,2.18201,2.49054,2.24246,1.89889
31.45,2.14113,2.52522,2.20761,1.90703
31.46,2.18078,2.55432,2.14472,2.01503
31.47,2.22953,2.44074,2.18403,1.97639
31.48,2.18274,2.67422,2.28146,1.8698
31.49,2.19418,2.5288,2.22844,1.97654
31.5,2.21954,2.67014,2.19774,1.90453
31.51,2.23434,2.53609,2.16761,1.8845
31.52,2.22673,2.57105,2.1188,1.9393
31.53,2.15914,2.51326,2.16004,1.89594
31.54,2.18024,2.60448,2.12727,1.87106
31.55,2.19513,2.51562,2.15325,1.94092
31.56,2.20199,2.55517,2.24636,1.86446
31.57,2.31341,2.56342,2.27379,1.95046
31.58,2.24944,2.49256,2.22477,1.97875
31.59,2.21785,2.51281,2.12604,1.85483
31.6,2.25909,2.597,2.10511,1.9367
31.61,2.29787,2.49237,2.07658,1.92334
31.62,2.22629,2.53616,2.07089,1.91593
31.63,2.26046,2.45628,2.18197,1.88439
31.64,2.36603,2.42248,2.06691,1.87896
31.65,2.23044,2.46643,2.06666,1.88928
31.66,2.34402,2.63274,2.19997,1.80143
31.67,2.19397,2.59355,2.11015,1.82203
31.68,2.202,2.55429,2.15616,1.74454
31.69,2.10649,2.58151,2.08787,1.82263
31.7,2.16334,2.54407,2.23668,1.85163
31.71,2.20632,2.56534,2.14209,1.74787
31.72,2.28284,2.50318,2.09022,1.85732
31.73,2.23034,2.56679,2.13082,1.7586
31.74,2.18539,2.60214,2.21181,1.84501
31.75,2.28804,2.50122,2.0747,1.87576
31.76,2.24685,2.45387,2.04078,1.95749
31.77,2.20623,2.49113,2.19645,1.84358
31.78,2.30179,2.52348,2.22466,1.86558
31.79,2.37346,2.47068,2.22946,1.90454
31.8,2.33204,2.51314,2.20602,1.79806
31.81,2.37172,2.54863,2.19457,1.83663
31.82,2.35221,2.42536,2.30532,1.84204
31.83,2.44228,2.42996,2.29547,1.85205
31.84,2.49573,2.43411,2.35089,1.83755
31.85,2.39807,2.38052,2.22739,1.88654
31.86,2.31202,2.40665,2.18301,1.98177
31.87,2.31782,2.5292,2.21834,1.95159
31.88,2.35543,2.47275,2.2582,1.955
31.89,2.37555,2.53341,2.22284,1.94772
31.9,2.34993,2.60745,2.19642,1.92494
31.91,2.41556,2.57282,2.20905,1.85138
31.92,2.4052,2.5713,2.19341,1.85828
31.93,2.50476,2.62869,2.19938,1.9042
31.94,2.35469,2.51742,2.16819,1.87926
31.95,2.44443,2.53757,2.26304,1.8823
31.96,2.33047,2.72771,2.19902,1.89291
31.97,2.35715,2.71535,2.26219,1.90838
31.98,2.43244,2.61242,2.22201,1.85047
31.99,2.30659,2.4991,2.13054,1.79549
32,2.3228,2.40695,2.22269,1.86806
32.01,2.35691,2.45777,2.29178,1.82215
32.02,2.47041,2.48945,2.15694,1.91518
32.03,2.45708,2.50727,2.20596,1.86331
32.04,2.52605,2.55078,2.29668,1.8178
32.05,2.40986,2.50686,2.14705,1.87396
32.06,2.45408,2.50945,2.22096,1.81234
32.07,2.43156,2.51295,2.16422,1.82409
32.08,2.51031,2.51314,2.18217,1.84786
32.09,2.51004,2.56557,2.18235,1.82676
32.1,2.536,2.50562,2.10969,1.88085
32.11,2.57675,2.55938,2.08182,1.87939
32.12,2.48503,2.49973,2.19469,1.84739
32.13,2.63982,2.50763,2.22929,1.8298
32.14,2.73997,2.59108,2.17932,1.84409
32.15,2.62686,2.56325,2.21819,1.93869
32.16,2.63507,2.57474,2.21583,1.77869
32.17,2.6076,2.54963,2.31533,1.9326
32.18,2.58258,2.53659,2.30476,1.77023
32.19,2.41719,2.52091,2.2901,1.93622
32.2,2.54527,2.52431,2.25984,1.88336
32.21,2.64314,2.49165,2.34865,1.84157
32.22,2.71056,2.48706,2.22438,1.91213
32.23,2.6272,2.49581,2.23762,1.92289
32.24,2.56688,2.55555,2.26743,1.90609
32.25,2.55498,2.56008,2.19224,1.95337
32.26,2.46564,2.61242,2.26693,1.8983
32.27,2.49959,2.48786,2.18053,1.85014
32.28,2.49462,2.52827,2.24776,1.80082
32.29,2.50392,2.53156,2.23195,1.90284
32.3,2.42042,2.56726,2.29145,1.83388
32.31,2.47634,2.55819,2.2422,1.9186
32.32,2.57273,2.61184,2.20742,1.93866
32.33,2.46046,2.63218,2.18997,1.91906
32.34,2.51206,2.76183,2.20897,1.91213
32.35,2.50935,2.7434,2.2456,1.90635
32.36,2.55686,2.61092,2.19663,1.91694
32.37,2.48891,2.66054,2.20121,1.92773
32.38,2.52322,2.73931,2.17475,1.90772
32.39,2.52439,2.57946,2.27158,1.90248
32.4,2.43168,2.59424,2.21646,1.91501
32.41,2.48751,2.67706,2.22654,1.94398
32.42,2.40644,2.60512,2.28365,1.98812
32.43,2.52216,2.54397,2.20841,1.95662
32.44,2.44703,2.55396,2.19169,1.8796
32.45,2.40819,2.57966,2.26761,1.87231
32.46,2.36152,2.56898,2.16523,1.89914
32.47,2.34152,2.72807,2.12321,1.85272
32.48,2.3769,2.58971,2.19584,1.91343
32.49,2.40965,2.54013,2.15957,1.98612
32.5,2.33342,2.60283,2.23115,2.00005
32.51,2.28627,2.62108,2.13499,1.92752
32.52,2.29727,2.57919,2.1687,2.01937
32.53,2.2991,2.50375,2.25672,1.96321
32.54,2.31027,2.58146,2.17796,2.06741
32.55,2.4321,2.63692,2.18914,2.0085
32.56,2.38482,2.66603,2.29032,1.91651
32.57,2.36254,2.69702,2.3453,2.03319
32.58,2.3458,2.63376,2.31302,1.87656
32.59,2.32237,2.63809,2.25441,1.82438
32.6,2.33684,2.55671,2.24474,1.93097
32.61,2.46543,2.56766,2.22064,1.9125
32.62,2.41942,2.6754,2.12049,1.91993
32.63,2.32195,2.67599,2.07717,1.78468
32.64,2.41416,2.68592,2.09346,1.8394
32.65,2.48096,2.64316,2.13557,1.88963
32.66,2.37257,2.64057,2.23096,1.84432
32.67,2.39236,2.70441,2.15671,1.78457
32.68,2.37381,2.54186,2.179,1.86128
32.69,2.46394,2.55716,2.22798,2.02618
32.7,2.39065,2.74525,2.14463,1.88845
32.71,2.34081,2.73309,2.20015,1.98242
32.72,2.40672,2.68821,2.20715,1.85094
32.73,2.40578,2.7961,2.12493,1.88107
32.74,2.39138,2.72763,2.17916,1.92233
32.75,2.37872,2.71234,2.19485,2.00491
32.76,2.41437,2.66375,2.20314,1.89072
32.77,2.42305,2.54495,2.1372,1.91028
32.78,2.45816,2.56336,2.20266,1.92583
32.79,2.40244,2.7176,2.23957,1.91062
32.8,2.36254,2.78189,2.26278,1.91623
32.81,2.3795,2.69337,2.22202,1.93843
32.82,2.43867,2.60561,2.21159,1.83421
32.83,2.46398,2.71079,2.25498,1.8949
32.84,2.38458,2.765,2.17418,1.79303
32.85,2.37281,2.73921,2.21814,1.8568
32.86,2.28094,2.69274,2.20498,1.90245
32.87,2.39802,2.76394,2.19717,1.89425
32.88,2.35309,2.70674,2.22672,1.84986
32.89,2.38365,2.74129,2.25597,1.8988
32.9,2.40281,2.6953,2.24136,1.85469
32.91,2.3869,2.81994,2.20363,1.78591
32.92,2.37414,2.68754,2.1921,1.78821
32.93,2.37326,2.81866,2.18324,1.85674
32.94,2.43866,2.81159,2.19732,1.74939
32.95,2.4339,2.73546,2.21569,1.75503
32.96,2.35786,2.61593,2.22376,1.83707
32.97,2.43452,2.60776,2.19885,1.79998
32.98,2.50874,2.50663,2.15959,1.7573
32.99,2.36348,2.47344,2.16645,1.89704
33,2.37203,2.57312,2.16653,1.87994
33.01,2.38433,2.51453,2.1697,1.78826
33.02,2.44827,2.65472,2.11907,1.7347
33.03,2.45879,2.69411,2.17354,1.73998
33.04,2.4516,2.80136,2.15984,1.72407
33.05,2.44119,2.84053,2.12742,1.8241
33.06,2.40834,2.83471,2.13164,1.82142
33.07,2.4286,2.70138,2.15976,1.82519
33.08,2.45161,2.65767,2.21858,1.8386
33.09,2.40303,2.57451,2.10267,1.80632
33.1,2.44607,2.58414,2.20292,1.77593
33.11,2.42547,2.57373,2.15062,1.79197
33.12,2.47619,2.56051,2.19066,1.74848
33.13,2.46328,2.50215,2.23509,1.78811
33.14,2.44407,2.50973,2.19023,1.76316
33.15,2.47609,2.49641,2.19858,1.84463
33.16,2.42755,2.52239,2.16301,1.77483
33.17,2.33958,2.53796,2.12351,1.73463
33.18,2.45368,2.55274,2.17019,1.83416
33.19,2.4211,2.3544,2.08262,1.83116
33.2,2.41887,2.55694,2.10806,1.85795
33.21,2.48091,2.5222,2.18947,1.79935
33.22,2.58205,2.65224,2.07166,1.80761
33.23,2.51807,2.70304,2.03853,1.82143
33.24,2.65048,2.74187,2.15115,1.79947
33.25,2.57508,2.63895,2.09736,1.76645
33.26,2.4341,2.57039,2.00247,1.73609
33.27,2.53863,2.65818,2.02199,1.74604
33.28,2.53194,2.5727,2.08692,1.73041
33.29,2.47821,2.64882,2.12043,1.69594
33.3,2.47571,2.52693,2.10616,1.74116
33.31,2.5044,2.60883,2.0785,1.80359
33.32,2.52357,2.6169,2.09551,1.63241
33.33,2.56222,2.65576,2.13029,1.70327
33.34,2.53941,2.65851,2.10206,1.75625
33.35,2.58507,2.6486,2.1193,1.70283
33.36,2.68945,2.61674,2.19945,1.7563
33.37,2.55758,2.5856,2.16375,1.81028
33.38,2.5673,2.69798,2.18555,1.79088
33.39,2.41761,2.61102,2.24615,1.80672
33.4,2.37162,2.49517,2.13239,1.77945
33.41,2.33992,2.63916,2.11286,1.76971
33.42,2.40105,2.60296,2.16643,1.83381
33.43,2.271,2.55095,2.19482,1.76578
33.44,2.2954,2.58098,2.18209,1.77121
33.45,2.37086,2.57143,2.20528,1.77704
33.46,2.40062,2.65963,2.13919,1.70936
33.47,2.31615,2.49887,2.18591,1.74068
33.48,2.35624,2.56227,2.1705,1.71961
33.49,2.41398,2.67977,2.17281,1.78634
33.5,2.37874,2.53843,2.17555,1.73993
33.51,2.4549,2.55422,2.18085,1.74839
33.52,2.41005,2.64758,2.21731,1.64903
33.53,2.38516,2.65518,2.18895,1.6833
33.54,2.4072,2.58495,2.14847,1.69168
33.55,2.2274,2.57328,2.19865,1.70496
33.56,2.32862,2.44844,2.21658,1.70922
33.57,2.26236,2.43314,2.24179,1.7512
33.58,2.30701,2.49188,2.24034,1.70831
33.59,2.29156,2.58631,2.17888,1.73512
33.6,2.19339,2.59259,2.26683,1.76093
33.61,2.21401,2.54717,2.21901,1.75047
33.62,2.31929,2.54434,2.17898,1.77614
33.63,2.32868,2.37098,2.18744,1.74802
33.64,2.3873,2.51754,2.12638,1.80028
33.65,2.31281,2.50892,2.201,1.84498
33.66,2.41283,2.44989,2.09743,1.72765
33.67,2.4218,2.26338,2.13152,1.78723
33.68,2.3771,2.37259,2.15698,1.77983
33.69,2.36962,2.42257,2.02972,1.77103
33.7,2.36438,2.4483,2.08682,1.86745
33.71,2.40077,2.50285,2.12122,1.83071
33.72,2.41449,2.43329,2.13353,1.80734
33.73,2.55135,2.46168,2.17193,1.86398
33.74,2.47116,2.45165,2.15899,1.84584
33.75,2.48869,2.44545,2.06705,1.77367
33.76,2.43324,2.38731,2.14152,1.71986
33.77,2.23499,2.46347,2.00458,1.7734
33.78,2.18699,2.41855,1.99782,1.78454
33.79,2.21642,2.46686,2.01475,1.8333
33.8,2.21851,2.2937,2.00909,1.7375
33.81,2.34327,2.36015,2.07877,1.77639
33.82,2.27128,2.41208,2.07409,1.69279
33.83,2.28767,2.37564,2.02169,1.73813
33.84,2.21494,2.48329,2.07085,1.73274
33.85,2.26223,2.48016,2.0537,1.80605
33.86,2.2591,2.46939,2.11705,1.84286
33.87,2.1561,2.45565,2.10964,1.79761
33.88,2.25875,2.43461,2.1329,1.80165
33.89,2.21889,2.49469,2.2182,1.84288
33.9,2.18666,2.46044,2.17933,1.73705
33.91,2.2396,2.45754,2.10806,1.86475
33.92,2.19833,2.52467,2.21311,1.84107
33.93,2.30629,2.41535,2.034,1.7991
33.94,2.28695,2.47873,2.11004,1.75311
33.95,2.29967,2.55093,2.08431,1.82179
33.96,2.26072,2.55962,2.10846,1.83678
33.97,2.33516,2.46423,2.0469,1.76413
33.98,2.32421,2.48459,2.104,1.8062
33.99,2.29148,2.57923,2.05976,1.78498
34,2.36458,2.52996,2.01286,1.80605
34.01,2.20727,2.53338,2.15653,1.81404
34.02,2.22738,2.52984,2.0331,1.84893
34.03,2.28664,2.50395,2.05706,1.86373
34.04,2.26741,2.53368,2.12957,1.71996
34.05,2.14696,2.53167,2.13787,1.73892
34.06,2.1127,2.49187,2.15361,1.78006
34.07,2.19679,2.49984,2.13375,1.83201
34.08,2.20509,2.55297,2.06749,1.85934
34.09,2.21806,2.5701,2.03234,1.81536
34.1,2.26204,2.52311,1.94316,1.79435
34.11,2.28475,2.45974,1.96724,1.86397
34.12,2.34666,2.5487,1.93261,1.87057
34.13,2.31076,2.52225,2.21748,1.78904
34.14,2.31396,2.47583,2.15313,1.79209
34.15,2.30867,2.57295,2.06075,1.89384
34.16,2.30545,2.5836,2.0295,1.85041
34.17,2.28813,2.56795,2.05874,1.83919
34.18,2.23371,2.49149,2.05167,1.77425
34.19,2.33142,2.51279,2.12308,1.82226
34.2,2.26841,2.58711,2.13867,1.84517
34.21,2.19648,2.59289,2.04592,1.79779
34.22,2.27199,2.6393,1.99024,1.83938
34.23,2.24592,2.65835,1.96649,1.76469
34.24,2.18803,2.65743,1.97609,1.80868
34.25,2.29041,2.59127,2.01281,1.79988
34.26,2.23331,2.52731,2.02058,1.82853
34.27,2.21961,2.52302,2.01717,1.80982
