"Time (ns)","RMSD (Å)"
10.21,2.39687
10.22,2.42543
10.23,2.40096
10.24,2.40853
10.25,2.44304
10.26,2.40168
10.27,2.33969
10.28,2.37549
10.29,2.42625
10.3,2.44294
10.31,2.41117
10.32,2.46256
10.33,2.39412
10.34,2.36349
10.35,2.27456
10.36,2.29453
10.37,2.28624
10.38,2.24019
10.39,2.28343
10.4,2.31857
10.41,2.43139
10.42,2.42226
10.43,2.36626
10.44,2.36162
10.45,2.3955
10.46,2.38129
10.47,2.35067
10.48,2.38809
10.49,2.38456
10.5,2.3333
10.51,2.41058
10.52,2.44683
10.53,2.37588
10.54,2.4321
10.55,2.36788
10.56,2.34368
10.57,2.42345
10.58,2.40754
10.59,2.35913
10.6,2.43409
10.61,2.43805
10.62,2.40667
10.63,2.36322
10.64,2.33902
10.65,2.34307
10.66,2.33312
10.67,2.35405
10.68,2.42136
10.69,2.44677
10.7,2.38844
10.71,2.33216
10.72,2.18723
10.73,2.26059
10.74,2.245
10.75,2.30404
10.76,2.32342
10.77,2.36739
10.78,2.31728
10.79,2.308
10.8,2.33677
10.81,2.31333
10.82,2.39227
10.83,2.24674
10.84,2.21365
10.85,2.26288
10.86,2.32806
10.87,2.35949
10.88,2.37361
10.89,2.31562
10.9,2.27755
10.91,2.31359
10.92,2.27669
10.93,2.36119
10.94,2.34918
10.95,2.28094
10.96,2.27891
10.97,2.27149
10.98,2.29786
10.99,2.33633
11,2.27391
11.01,2.25217
11.02,2.19907
11.03,2.21902
11.04,2.20104
11.05,2.24626
11.06,2.27786
11.07,2.30424
11.08,2.26938
11.09,2.2741
11.1,2.26052
11.11,2.23348
11.12,2.32059
11.13,2.35626
11.14,2.35242
11.15,2.34396
11.16,2.37015
11.17,2.35968
11.18,2.32112
11.19,2.34971
11.2,2.28562
11.21,2.38408
11.22,2.32644
11.23,2.34813
11.24,2.30924
11.25,2.3318
11.26,2.36652
11.27,2.34683
11.28,2.36884
11.29,2.33091
11.3,2.3504
11.31,2.35566
11.32,2.37464
11.33,2.32337
11.34,2.32109
11.35,2.34897
11.36,2.26733
11.37,2.27018
11.38,2.35579
11.39,2.41453
11.4,2.42496
11.41,2.41491
11.42,2.3721
11.43,2.44547
11.44,2.43552
11.45,2.48408
11.46,2.49246
11.47,2.4657
11.48,2.37538
11.49,2.39441
11.5,2.32696
11.51,2.37681
11.52,2.28559
11.53,2.28313
11.54,2.31249
11.55,2.36478
11.56,2.2808
11.57,2.25013
11.58,2.30266
11.59,2.32267
11.6,2.36553
11.61,2.36877
11.62,2.28416
11.63,2.26856
11.64,2.27043
11.65,2.238
11.66,2.24246
11.67,2.23267
11.68,2.2744
11.69,2.30011
11.7,2.27492
11.71,2.27267
11.72,2.34158
11.73,2.29108
11.74,2.19036
11.75,2.27188
11.76,2.25595
11.77,2.26913
11.78,2.31724
11.79,2.32529
11.8,2.32588
11.81,2.30568
11.82,2.30104
11.83,2.23686
11.84,2.26952
11.85,2.27625
11.86,2.31257
11.87,2.37415
11.88,2.28193
11.89,2.31553
11.9,2.30106
11.91,2.30941
11.92,2.30846
11.93,2.38013
11.94,2.31524
11.95,2.26644
11.96,2.2968
11.97,2.29128
11.98,2.32767
11.99,2.36362
12,2.34609
12.01,2.29381
12.02,2.35199
12.03,2.34254
12.04,2.3505
12.05,2.30387
12.06,2.37702
12.07,2.39547
12.08,2.41127
12.09,2.49738
12.1,2.50053
12.11,2.46826
12.12,2.4785
12.13,2.35401
12.14,2.44755
12.15,2.46069
12.16,2.42375
12.17,2.41892
12.18,2.41211
12.19,2.41748
12.2,2.41455
12.21,2.40263
12.22,2.50882
12.23,2.45457
12.24,2.36014
12.25,2.31902
12.26,2.3299
12.27,2.32086
12.28,2.31551
12.29,2.26202
12.3,2.21178
12.31,2.28535
12.32,2.22678
12.33,2.26141
12.34,2.26563
12.35,2.2925
12.36,2.26734
12.37,2.18744
12.38,2.2643
12.39,2.27168
12.4,2.29669
12.41,2.29277
12.42,2.35414
12.43,2.28896
12.44,2.2193
12.45,2.25303
12.46,2.26999
12.47,2.26484
12.48,2.28315
12.49,2.24118
12.5,2.26452
12.51,2.22083
12.52,2.21388
12.53,2.27617
12.54,2.33204
12.55,2.31425
12.56,2.41732
12.57,2.37436
12.58,2.31951
12.59,2.29834
12.6,2.26163
12.61,2.2592
12.62,2.25826
12.63,2.27017
12.64,2.25691
12.65,2.31001
12.66,2.38464
12.67,2.31258
12.68,2.37558
12.69,2.31444
12.7,2.33128
12.71,2.33535
12.72,2.29506
12.73,2.2714
12.74,2.30025
12.75,2.28042
12.76,2.27908
12.77,2.38475
12.78,2.37836
12.79,2.39989
12.8,2.35787
12.81,2.27984
12.82,2.32879
12.83,2.36254
12.84,2.34971
12.85,2.36047
12.86,2.30655
12.87,2.42008
12.88,2.4135
12.89,2.32696
12.9,2.34642
12.91,2.35491
12.92,2.35729
12.93,2.29542
12.94,2.36846
12.95,2.37573
12.96,2.28885
12.97,2.35261
12.98,2.35172
12.99,2.2716
13,2.27731
13.01,2.32935
13.02,2.29248
13.03,2.42032
13.04,2.45788
13.05,2.39327
13.06,2.31045
13.07,2.37102
13.08,2.40853
13.09,2.30968
13.1,2.36964
13.11,2.39382
13.12,2.39782
13.13,2.32811
13.14,2.4001
13.15,2.50663
13.16,2.38709
13.17,2.43931
13.18,2.45418
13.19,2.50268
13.2,2.43276
13.21,2.43903
13.22,2.42418
13.23,2.32795
13.24,2.4016
13.25,2.36406
13.26,2.33962
13.27,2.3049
13.28,2.41252
13.29,2.34122
13.3,2.45424
13.31,2.5034
13.32,2.48195
13.33,2.40405
13.34,2.39781
13.35,2.43841
13.36,2.35458
13.37,2.42996
13.38,2.45778
13.39,2.43701
13.4,2.46517
13.41,2.39815
13.42,2.49253
13.43,2.44533
13.44,2.49244
13.45,2.39078
13.46,2.40462
13.47,2.4679
13.48,2.42902
13.49,2.44585
13.5,2.49124
13.51,2.3687
13.52,2.33009
13.53,2.33377
13.54,2.31051
13.55,2.32773
13.56,2.43417
13.57,2.29327
13.58,2.32636
13.59,2.34049
13.6,2.35329
13.61,2.33599
13.62,2.47309
13.63,2.4673
13.64,2.47904
13.65,2.57218
13.66,2.56325
13.67,2.51117
13.68,2.55765
13.69,2.4339
13.7,2.42579
13.71,2.46134
13.72,2.46449
13.73,2.32998
13.74,2.35537
13.75,2.40236
13.76,2.35425
13.77,2.38882
13.78,2.4249
13.79,2.36083
13.8,2.38564
13.81,2.28384
13.82,2.34705
13.83,2.29916
13.84,2.40122
13.85,2.295
13.86,2.34399
13.87,2.37986
13.88,2.38138
13.89,2.34455
13.9,2.34959
13.91,2.2297
13.92,2.20248
13.93,2.23368
13.94,2.23489
13.95,2.24658
13.96,2.30097
13.97,2.27456
13.98,2.29931
13.99,2.31695
14,2.28446
14.01,2.21368
14.02,2.21559
14.03,2.23031
14.04,2.29385
14.05,2.29953
14.06,2.31559
14.07,2.30955
14.08,2.33593
14.09,2.44932
14.1,2.51074
14.11,2.48168
14.12,2.44459
14.13,2.45577
14.14,2.52226
14.15,2.44904
14.16,2.50205
14.17,2.47409
14.18,2.51519
14.19,2.43942
14.2,2.54805
14.21,2.53414
14.22,2.45224
14.23,2.4493
14.24,2.37645
14.25,2.45506
14.26,2.41656
14.27,2.4703
14.28,2.42758
14.29,2.35517
14.3,2.38669
14.31,2.38393
14.32,2.35031
14.33,2.4031
14.34,2.3612
14.35,2.38025
14.36,2.3371
14.37,2.43044
14.38,2.40734
14.39,2.35588
14.4,2.34247
14.41,2.30236
14.42,2.42128
14.43,2.39577
14.44,2.42484
14.45,2.44418
14.46,2.45786
14.47,2.45246
14.48,2.5239
14.49,2.4635
14.5,2.44479
14.51,2.45005
14.52,2.46812
14.53,2.59799
14.54,2.48215
14.55,2.43803
14.56,2.42731
14.57,2.41423
14.58,2.35468
14.59,2.36998
14.6,2.38811
14.61,2.32537
14.62,2.34159
14.63,2.36194
14.64,2.42206
14.65,2.46507
14.66,2.48129
14.67,2.44778
14.68,2.41746
14.69,2.42717
14.7,2.45585
14.71,2.45051
14.72,2.45265
14.73,2.50153
14.74,2.51267
14.75,2.484
14.76,2.5485
14.77,2.48251
14.78,2.41753
14.79,2.44482
14.8,2.3732
14.81,2.34533
14.82,2.37158
14.83,2.30332
14.84,2.35451
14.85,2.33547
14.86,2.31779
14.87,2.40333
14.88,2.39716
14.89,2.40055
14.9,2.39079
14.91,2.3985
14.92,2.3261
14.93,2.39137
14.94,2.37116
14.95,2.34541
14.96,2.29444
14.97,2.32344
14.98,2.35779
14.99,2.3392
15,2.39697
15.01,2.27905
15.02,2.33132
15.03,2.24748
15.04,2.2551
15.05,2.29121
15.06,2.33294
15.07,2.33564
15.08,2.38644
15.09,2.37908
15.1,2.37192
15.11,2.39504
15.12,2.38368
15.13,2.41828
15.14,2.38846
15.15,2.41764
15.16,2.40304
15.17,2.30451
15.18,2.28988
15.19,2.3271
15.2,2.40938
15.21,2.34807
15.22,2.27039
15.23,2.25246
15.24,2.28902
15.25,2.31223
15.26,2.36877
15.27,2.39354
15.28,2.40033
15.29,2.36221
15.3,2.31897
15.31,2.28772
15.32,2.27007
15.33,2.29232
15.34,2.3562
15.35,2.34245
15.36,2.25084
15.37,2.27148
15.38,2.30264
15.39,2.25464
15.4,2.33546
15.41,2.40188
15.42,2.36554
15.43,2.34406
15.44,2.33277
15.45,2.26977
15.46,2.33447
15.47,2.28619
15.48,2.31622
