Time (ns),RMSD (Å),RMSD (Å),RMSD (Å),Variance,Average,Standard deviation 
82.53,2.17223,2.55399,2.55399,0.032386822,2.426736667,0.17996339
82.54,2.25656,2.53443,2.53443,0.017158164,2.441806667,0.130989174
82.55,2.17148,2.54956,2.54956,0.031765441,2.423533333,0.178228621
82.56,2.17632,2.53086,2.53086,0.027933025,2.41268,0.167131759
82.57,2.03384,2.51011,2.51011,0.050407358,2.351353333,0.224515831
82.58,2.04597,2.58246,2.58246,0.063960338,2.40363,0.252903811
82.59,2.04305,2.62083,2.62083,0.074184384,2.428236667,0.272368104
82.6,2.0702,2.54328,2.54328,0.049734375,2.385586667,0.223012051
82.61,2.02939,2.59545,2.59545,0.071205316,2.406763333,0.266843243
82.62,2.07772,2.51742,2.51742,0.042963576,2.370853333,0.207276568
82.63,2.00322,2.59968,2.59968,0.079058785,2.40086,0.28117394
82.64,1.94666,2.5425,2.5425,0.078894512,2.343886667,0.28088167
82.65,1.99115,2.51475,2.51475,0.060923769,2.340216667,0.246827407
82.66,1.95746,2.55888,2.55888,0.080379115,2.358406667,0.283512107
82.67,2.03951,2.57379,2.57379,0.063434471,2.395696667,0.251862007
82.68,2.11048,2.56349,2.56349,0.045604013,2.412486667,0.213550962
82.69,2.03904,2.59504,2.59504,0.068696889,2.409706667,0.262100914
82.7,2.04511,2.58378,2.58378,0.064481193,2.404223333,0.253931473
82.71,2.07565,2.63251,2.63251,0.068909569,2.44689,0.262506321
82.72,2.05003,2.61375,2.61375,0.070617831,2.425843333,0.265740156
82.73,2.0444,2.63165,2.63165,0.076636125,2.4359,0.276832305
82.74,1.98421,2.66593,2.66593,0.103276035,2.43869,0.32136589
82.75,2.14619,2.55659,2.55659,0.03742848,2.41979,0.193464415
82.76,2.01666,2.5842,2.5842,0.071578145,2.39502,0.267540922
82.77,2.10371,2.59649,2.59649,0.053962695,2.43223,0.23229872
82.78,2.08891,2.57721,2.57721,0.052985976,2.414443333,0.230186828
82.79,2.04055,2.59093,2.59093,0.067315143,2.40747,0.25945162
82.8,2.06506,2.58938,2.58938,0.061091436,2.414606667,0.247166818
82.81,2.02294,2.49398,2.49398,0.049306374,2.336966667,0.222050385
82.82,2.15908,2.5828,2.5828,0.039897475,2.44156,0.199743524
82.83,2.1851,2.48705,2.48705,0.020260845,2.3864,0.142340595
82.84,2.12908,2.45034,2.45034,0.022935108,2.343253333,0.151443416
82.85,2.16197,2.38876,2.38876,0.011429712,2.313163333,0.106909831
82.86,2.18922,2.42248,2.42248,0.012091162,2.344726667,0.109959819
82.87,2.16031,2.36317,2.36317,0.009144929,2.29555,0.095629121
82.88,2.07719,2.47322,2.47322,0.03485328,2.34121,0.186690332
82.89,2.02959,2.47125,2.47125,0.043347457,2.32403,0.208200521
82.9,2.00117,2.5398,2.5398,0.064471617,2.360256667,0.253912617
82.91,2.13228,2.63652,2.63652,0.056501773,2.46844,0.237701016
82.92,2.08025,2.56924,2.56924,0.053135827,2.406243333,0.230512097
82.93,2.10968,2.50242,2.50242,0.034276602,2.371506667,0.185139411
82.94,2.08246,2.53108,2.53108,0.044724423,2.38154,0.211481496
82.95,2.14011,2.51787,2.51787,0.031711693,2.39195,0.178077772
82.96,2.04994,2.4686,2.4686,0.038950266,2.329046667,0.197358217
82.97,2.00333,2.54898,2.54898,0.066163094,2.367096667,0.257221877
82.98,2.08115,2.5553,2.5553,0.049959605,2.39725,0.223516454
82.99,2.10188,2.48644,2.48644,0.032863643,2.358253333,0.181283323
83,2.09613,2.47909,2.47909,0.032590747,2.351436667,0.180529075
83.01,2.13192,2.44978,2.44978,0.022452218,2.343826667,0.149840641
83.02,2.09657,2.49005,2.49005,0.034405891,2.35889,0.185488251
83.03,2.05841,2.56367,2.56367,0.056730593,2.39525,0.238181848
83.04,2.06226,2.5286,2.5286,0.048327332,2.373153333,0.219834784
83.05,2.04746,2.4953,2.4953,0.044569037,2.34602,0.211113801
83.06,2.1372,2.48035,2.48035,0.026167094,2.365966667,0.161762461
83.07,2.11365,2.53463,2.53463,0.039383147,2.394303333,0.198451875
83.08,2.09093,2.50192,2.50192,0.037536173,2.364923333,0.193742544
83.09,2.10132,2.40614,2.40614,0.020647829,2.304533333,0.143693526
83.1,2.08749,2.48217,2.48217,0.034616067,2.35061,0.186053936
83.11,2.1114,2.49726,2.49726,0.033086209,2.36864,0.181896148
83.12,2.07705,2.5062,2.5062,0.040926605,2.36315,0.20230325
83.13,2.02589,2.53223,2.53223,0.056973377,2.36345,0.238690965
83.14,2.07577,2.50881,2.50881,0.04167192,2.364463333,0.204137014
83.15,2.06635,2.47298,2.47298,0.03674399,2.337436667,0.19168722
83.16,2.02771,2.42699,2.42699,0.035427671,2.293896667,0.188222397
83.17,1.93731,2.49783,2.49783,0.069818371,2.31099,0.264231662
83.18,1.93748,2.46766,2.46766,0.062464629,2.290933333,0.249929249
83.19,1.91125,2.49381,2.49381,0.075416923,2.299623333,0.274621418
83.2,1.92843,2.50025,2.50025,0.072661803,2.309643333,0.269558533
83.21,2.02413,2.55519,2.55519,0.062672161,2.37817,0.250344085
83.22,1.99888,2.50688,2.50688,0.057347556,2.337546667,0.239473497
83.23,2.06509,2.457,2.457,0.034131877,2.326363333,0.184748146
83.24,1.99293,2.5192,2.5192,0.061546692,2.343776667,0.248086057
83.25,2.0268,2.44379,2.44379,0.038640147,2.304793333,0.196570971
83.26,2.00699,2.42978,2.42978,0.03972253,2.28885,0.199305117
83.27,2.01465,2.46252,2.46252,0.044575008,2.31323,0.211127943
83.28,2.04634,2.44822,2.44822,0.035890563,2.31426,0.189448049
83.29,2.06952,2.49526,2.49526,0.040278788,2.353346667,0.200695761
83.3,2.12928,2.46828,2.46828,0.025538,2.35528,0.159806133
83.31,2.08683,2.42807,2.42807,0.025876608,2.314323333,0.160862079
83.32,2.05887,2.42401,2.42401,0.029628271,2.302296667,0.172128647
83.33,2.13692,2.54051,2.54051,0.036196642,2.40598,0.190254151
83.34,2.04671,2.498,2.498,0.04525837,2.34757,0.212740146
83.35,2.08269,2.45431,2.45431,0.030689205,2.330436667,0.175183348
83.36,2.1343,2.52067,2.52067,0.033173728,2.39188,0.182136565
83.37,2.24189,2.54567,2.54567,0.020507175,2.44441,0.143203265
83.38,2.20584,2.55316,2.55316,0.026806929,2.437386667,0.163728218
83.39,2.17555,2.67722,2.67722,0.055927286,2.509996667,0.236489506
83.4,2.22244,2.58742,2.58742,0.029602311,2.46576,0.172053222
83.41,2.30782,2.5508,2.5508,0.01311984,2.469806667,0.11454187
83.42,2.30562,2.54155,2.54155,0.012369548,2.462906667,0.111218469
83.43,2.22997,2.54577,2.54577,0.022162142,2.440503333,0.148869548
83.44,2.1585,2.56971,2.56971,0.03757637,2.43264,0.193846253
83.45,2.13613,2.62926,2.62926,0.054039377,2.464883333,0.232463711
83.46,2.19201,2.63323,2.63323,0.043261131,2.486156667,0.207993103
83.47,2.08935,2.54395,2.54395,0.045924702,2.392416667,0.214300495
83.48,2.16274,2.65826,2.65826,0.05456446,2.493086667,0.233590368
83.49,2.09507,2.66962,2.66962,0.073357267,2.478103333,0.270845467
83.5,2.17823,2.57688,2.57688,0.035315961,2.443996667,0.187925412
83.51,2.16623,2.64417,2.64417,0.050761476,2.484856667,0.225303077
83.52,2.26443,2.53144,2.53144,0.015843187,2.442436667,0.125869721
83.53,2.17536,2.52096,2.52096,0.02654208,2.40576,0.162917402
83.54,2.18517,2.67021,2.67021,0.052280845,2.50853,0.228650049
83.55,2.11414,2.63656,2.63656,0.060649479,2.46242,0.24627115
83.56,2.06114,2.56589,2.56589,0.056616125,2.39764,0.237941432
83.57,2.06033,2.51254,2.51254,0.045443085,2.361803333,0.213173838
83.58,2.01585,2.50062,2.50062,0.052222656,2.33903,0.22852277
83.59,1.98697,2.53273,2.53273,0.066189773,2.35081,0.257273731
83.6,2.02116,2.51635,2.51635,0.054491808,2.351286667,0.233434805
83.61,2.01317,2.50114,2.50114,0.052914382,2.338483333,0.230031264
83.62,1.97411,2.59049,2.59049,0.084427623,2.38503,0.290564319
83.63,2.0507,2.55986,2.55986,0.057609757,2.39014,0.240020326
83.64,2.04453,2.49172,2.49172,0.044439755,2.342656667,0.210807388
83.65,1.95,2.59339,2.59339,0.091989043,2.378926667,0.303296955
83.66,1.88583,2.50003,2.50003,0.083831476,2.295296667,0.289536657
83.67,1.99458,2.63104,2.63104,0.090018074,2.418886667,0.300030121
83.68,1.91439,2.61918,2.61918,0.11038421,2.38425,0.332241192
83.69,2.03216,2.64214,2.64214,0.082683467,2.438813333,0.28754733
83.7,2.07941,2.64743,2.64743,0.071699271,2.45809,0.267767196
83.71,2.08388,2.67249,2.67249,0.076991496,2.476286667,0.277473415
83.72,2.10755,2.64869,2.64869,0.065073889,2.46831,0.255095842
83.73,2.05053,2.63222,2.63222,0.075191835,2.438323333,0.274211296
83.74,2.0859,2.70106,2.70106,0.084093739,2.496006667,0.289989205
83.75,2.10179,2.69982,2.69982,0.079475529,2.500476667,0.281914046
83.76,2.0392,2.68565,2.68565,0.092866134,2.470166667,0.304739452
83.77,2.08783,2.46102,2.46102,0.030949061,2.336623333,0.175923453
83.78,2.01196,2.55419,2.55419,0.065336305,2.373446667,0.255609673
83.79,2.00772,2.59587,2.59587,0.076871205,2.39982,0.277256569
83.8,2.03435,2.47482,2.47482,0.043114182,2.327996667,0.207639549
83.81,1.99403,2.53234,2.53234,0.064395035,2.352903333,0.253761768
83.82,1.95689,2.62539,2.62539,0.099309389,2.402556667,0.315133922
83.83,2.01333,2.63201,2.63201,0.085058876,2.425783333,0.291648549
83.84,1.99202,2.57839,2.57839,0.076406617,2.382933333,0.276417469
83.85,1.98166,2.56386,2.56386,0.075323742,2.369793333,0.274451712
83.86,1.98977,2.65818,2.65818,0.099282651,2.435376667,0.315091496
83.87,1.96535,2.61088,2.61088,0.092601996,2.395703333,0.30430576
83.88,2.04659,2.5729,2.5729,0.061556048,2.397463333,0.248104913
83.89,1.9397,2.5941,2.5941,0.095164302,2.375966667,0.308487118
83.9,2.00301,2.6387,2.6387,0.089800395,2.426803333,0.29966714
83.91,2.03681,2.60847,2.60847,0.072621146,2.417916667,0.269483108
83.92,2.07944,2.59705,2.59705,0.059537803,2.424513333,0.244003694
83.93,2.02725,2.56181,2.56181,0.063500976,2.383623333,0.251994001
83.94,2.04203,2.55002,2.55002,0.057345298,2.38069,0.239468783
83.95,2.01406,2.61968,2.61968,0.081505685,2.417806667,0.285492006
83.96,2.0773,2.59496,2.59496,0.059549306,2.422406667,0.244027264
83.97,2.12012,2.54126,2.54126,0.039413089,2.40088,0.1985273
83.98,2.04048,2.5412,2.5412,0.055715671,2.374293333,0.236041672
83.99,2.02052,2.66728,2.66728,0.092955222,2.451693333,0.304885588
84,1.98019,2.64144,2.64144,0.097167014,2.421023333,0.311716239
84.01,1.99933,2.65479,2.65479,0.095472847,2.436303333,0.308986807
84.02,2.04367,2.54164,2.54164,0.05510536,2.37565,0.234745309
84.03,2.15705,2.60238,2.60238,0.044070846,2.453936667,0.209930575
84.04,2.24755,2.5606,2.5606,0.021777845,2.45625,0.147573185
84.05,2.22739,2.51863,2.51863,0.018849053,2.42155,0.137291853
84.06,2.16313,2.51694,2.51694,0.027818115,2.399003333,0.166787634
84.07,2.2504,2.51276,2.51276,0.015296171,2.425306667,0.12367769
84.08,2.24258,2.54583,2.54583,0.020435681,2.444746667,0.142953421
84.09,2.16367,2.64913,2.64913,0.052371425,2.48731,0.228848039
84.1,2.30321,2.5934,2.5934,0.018713386,2.49667,0.136796878
84.11,2.2809,2.63542,2.63542,0.027929873,2.517246667,0.167122331
84.12,2.20754,2.64606,2.64606,0.042733287,2.499886667,0.20672031
84.13,2.22333,2.57171,2.57171,0.026970805,2.455583333,0.164227907
84.14,2.27359,2.63096,2.63096,0.028380737,2.511836667,0.168465834
84.15,2.32156,2.66586,2.66586,0.026342776,2.551093333,0.162304577
84.16,2.36993,2.73148,2.73148,0.029048534,2.610963333,0.170436304
84.17,2.23146,2.7189,2.7189,0.052799501,2.55642,0.22978142
84.18,2.30915,2.65855,2.65855,0.027128969,2.542083333,0.16470874
84.19,2.30942,2.69245,2.69245,0.032602662,2.564773333,0.180562074
84.2,2.22849,2.63597,2.63597,0.036897767,2.500143333,0.192087914
84.21,2.21598,2.71628,2.71628,0.055622242,2.549513333,0.235843682
84.22,2.16189,2.69499,2.69499,0.06315458,2.51729,0.25130575
84.23,2.18847,2.63427,2.63427,0.04416392,2.48567,0.210152135
84.24,2.10067,2.63555,2.63555,0.063577025,2.457256667,0.25214485
84.25,2.08914,2.66277,2.66277,0.073122528,2.47156,0.270411775
84.26,2.11762,2.72039,2.72039,0.080740372,2.519466667,0.284148503
84.27,2.08736,2.74127,2.74127,0.095021842,2.5233,0.30825613
84.28,2.19112,2.79082,2.79082,0.07992002,2.59092,0.282701291
84.29,2.08113,2.64305,2.64305,0.070167575,2.455743333,0.264891628
84.3,2.11448,2.69352,2.69352,0.074508294,2.500506667,0.272962074
84.31,2.11656,2.62235,2.62235,0.056849672,2.453753333,0.238431693
84.32,2.02017,2.71688,2.71688,0.107867739,2.484643333,0.328432244
84.33,2.02389,2.77611,2.77611,0.125741095,2.52537,0.354599909
84.34,2.03726,2.81646,2.81646,0.134922809,2.556726667,0.367318403
84.35,2.10062,2.64108,2.64108,0.064910447,2.460926667,0.254775287
84.36,2.08987,2.64749,2.64749,0.069097792,2.461616667,0.262864589
84.37,2.07163,2.66017,2.66017,0.076973185,2.46399,0.277440417
84.38,2.09225,2.59336,2.59336,0.055802496,2.426323333,0.236225519
84.39,2.11525,2.67073,2.67073,0.068568451,2.48557,0.261855783
84.4,2.199,2.63257,2.63257,0.041773988,2.488046667,0.204386858
84.41,2.10035,2.63685,2.63685,0.063962722,2.458016667,0.252908525
84.42,2.22689,2.50695,2.50695,0.01742969,2.413596667,0.13202155
84.43,2.13969,2.62702,2.62702,0.052775673,2.464576667,0.229729565
84.44,2.2101,2.62046,2.62046,0.037421184,2.483673333,0.193445559
84.45,2.24208,2.66674,2.66674,0.040074692,2.525186667,0.200186644
84.46,2.21661,2.66178,2.66178,0.044039184,2.51339,0.209855151
84.47,2.2186,2.57116,2.57116,0.027621901,2.45364,0.166198378
84.48,2.20549,2.67213,2.67213,0.048389531,2.516583333,0.219976206
84.49,2.26295,2.55794,2.55794,0.019337578,2.45961,0.13905962
84.5,2.08842,2.601,2.601,0.058386279,2.43014,0.241632529
84.51,2.11608,2.58599,2.58599,0.049070091,2.429353333,0.221517698
84.52,2.05923,2.589,2.589,0.062368056,2.41241,0.249735973
84.53,2.0746,2.58969,2.58969,0.058959491,2.417993333,0.242815755
84.54,2.10521,2.56076,2.56076,0.046116845,2.40891,0.214748329
84.55,2.03755,2.58519,2.58519,0.066646571,2.402643333,0.258159972
84.56,2.03724,2.62237,2.62237,0.076083804,2.427326667,0.275832927
84.57,2.13919,2.66972,2.66972,0.062547129,2.492876667,0.25009424
84.58,2.20911,2.58637,2.58637,0.031627802,2.460616667,0.17784207
84.59,2.16191,2.70538,2.70538,0.065635476,2.524223333,0.256194215
84.6,2.22876,2.61844,2.61844,0.033744556,2.488546667,0.183696914
84.61,2.28581,2.48487,2.48487,0.00880553,2.418516667,0.093837784
84.62,2.25917,2.61013,2.61013,0.02737176,2.493143333,0.165444131
84.63,2.30657,2.55557,2.55557,0.013778,2.47257,0.117379726
84.64,2.27693,2.54257,2.54257,0.015681024,2.454023333,0.125223897
84.65,2.25935,2.54343,2.54343,0.017933655,2.448736667,0.133916596
84.66,2.23412,2.59386,2.59386,0.028758415,2.473946667,0.169583062
84.67,2.19366,2.64518,2.64518,0.045304513,2.494673333,0.212848569
84.68,2.1624,2.61239,2.61239,0.044998,2.462393333,0.21212732
84.69,2.17238,2.61663,2.61663,0.043857347,2.468546667,0.209421458
84.7,2.22431,2.53618,2.53618,0.021613977,2.432223333,0.147016928
84.71,2.19058,2.53429,2.53429,0.02625257,2.41972,0.162026448
84.72,2.2132,2.54817,2.54817,0.024934422,2.436513333,0.157906372
84.73,2.22755,2.52438,2.52438,0.019579566,2.425436667,0.139927004
84.74,2.27051,2.606,2.606,0.025011898,2.49417,0.158151503
84.75,2.25644,2.53923,2.53923,0.017771152,2.444966667,0.133308484
84.76,2.16854,2.52689,2.52689,0.028536605,2.40744,0.16892781
84.77,2.06656,2.51581,2.51581,0.044850125,2.36606,0.211778481
84.78,2.05909,2.52828,2.52828,0.048919835,2.371883333,0.221178287
84.79,2.10483,2.53457,2.53457,0.041039215,2.391323333,0.202581379
84.8,2.15508,2.44335,2.44335,0.018466576,2.34726,0.135891781
84.81,2.23837,2.58168,2.58168,0.026191501,2.467243333,0.161837886
84.82,2.3021,2.59125,2.59125,0.018579494,2.494866667,0.136306617
84.83,2.23707,2.48684,2.48684,0.013863345,2.403583333,0.117742707
84.84,2.15095,2.54957,2.54957,0.035310645,2.416696667,0.18791127
84.85,2.22388,2.64332,2.64332,0.039095536,2.503506667,0.197725912
84.86,2.23551,2.54828,2.54828,0.021738905,2.444023333,0.147441192
84.87,2.18822,2.68089,2.68089,0.053938606,2.516666667,0.232246865
84.88,2.15626,2.69575,2.69575,0.064677658,2.51592,0.254318025
84.89,2.05264,2.62753,2.62753,0.073444114,2.4359,0.271005745
84.9,2.16317,2.55961,2.55961,0.034925483,2.427463333,0.186883608
84.91,2.16083,2.61256,2.61256,0.045346665,2.461983333,0.212947564
84.92,2.23948,2.66336,2.66336,0.039927612,2.522066667,0.199818948
84.93,2.18943,2.58283,2.58283,0.034391902,2.451696667,0.185450538
84.94,2.17629,2.53011,2.53011,0.027819687,2.41217,0.166792348
84.95,2.17248,2.63973,2.63973,0.048516125,2.48398,0.220263762
84.96,2.25442,2.61021,2.61021,0.028130339,2.491613333,0.167721014
84.97,2.26317,2.57914,2.57914,0.022186009,2.473816667,0.148949686
84.98,2.21903,2.47129,2.47129,0.014141135,2.387203333,0.118916504
84.99,2.25207,2.5756,2.5756,0.023260369,2.467756667,0.152513505
85,2.18093,2.60321,2.60321,0.039626755,2.46245,0.199064701
85.01,2.1243,2.6221,2.6221,0.055067742,2.456166667,0.23466517
85.02,2.1773,2.64684,2.64684,0.048992847,2.490326667,0.221343279
85.03,2.10931,2.597,2.597,0.052853675,2.434436667,0.229899271
85.04,1.98608,2.64182,2.64182,0.095554433,2.42324,0.3091188
85.05,2.05533,2.70621,2.70621,0.094143283,2.48925,0.306827774
85.06,1.99662,2.74287,2.74287,0.123753125,2.49412,0.351785624
85.07,2.04055,2.75716,2.75716,0.114117754,2.51829,0.337813194
85.08,2.14638,2.77156,2.77156,0.086855563,2.563166667,0.294712678
85.09,2.10223,2.76263,2.76263,0.096917369,2.542496667,0.311315546
85.1,2.13405,2.71495,2.71495,0.074987736,2.521316667,0.273838886
85.11,2.06378,2.65597,2.65597,0.077930888,2.458573333,0.279161043
85.12,2.12213,2.70338,2.70338,0.075078125,2.50963,0.274003878
85.13,2.09491,2.77414,2.77414,0.102522976,2.54773,0.320192093
85.14,2.15736,2.67924,2.67924,0.060524163,2.50528,0.246016591
85.15,2.25505,2.63642,2.63642,0.032320684,2.509296667,0.179779542
85.16,2.10082,2.66385,2.66385,0.070445062,2.476173333,0.265414887
85.17,2.15035,2.65155,2.65155,0.055822542,2.484483333,0.236267946
85.18,2.01175,2.59242,2.59242,0.074928366,2.398863333,0.273730463
85.19,2.05225,2.59463,2.59463,0.065372459,2.413836667,0.255680384
85.2,2.06767,2.64689,2.64689,0.074554624,2.453816667,0.273046927
85.21,2.04783,2.61286,2.61286,0.070946422,2.424516667,0.266357696
85.22,2.08202,2.61552,2.61552,0.063249389,2.437686667,0.251494312
85.23,2.06554,2.56805,2.56805,0.056114733,2.400546667,0.236885486
85.24,2.05076,2.59886,2.59886,0.06675858,2.41616,0.258376818
85.25,2.07709,2.54561,2.54561,0.04878022,2.389436667,0.220862446
85.26,2.0455,2.54042,2.54042,0.054432401,2.375446667,0.233307525
85.27,2.07736,2.58161,2.58161,0.056504014,2.413526667,0.23770573
85.28,2.00957,2.65527,2.65527,0.092650776,2.440036667,0.304385899
85.29,2.14226,2.69693,2.69693,0.068368624,2.51204,0.261473946
85.3,2.1394,2.63996,2.63996,0.05568007,2.473106667,0.235966247
85.31,2.01666,2.68473,2.68473,0.099181672,2.46204,0.314931218
85.32,1.98269,2.73405,2.73405,0.125453744,2.483596667,0.354194501
85.33,1.94642,2.59758,2.59758,0.094224299,2.380526667,0.306959768
85.34,1.9958,2.72475,2.72475,0.118081801,2.481766667,0.343630325
85.35,1.98711,2.61277,2.61277,0.086988986,2.404216667,0.294938952
85.36,2.06834,2.65675,2.65675,0.076939184,2.460613333,0.277379134
85.37,2.09391,2.73811,2.73811,0.092220809,2.523376667,0.303678792
85.38,2.02515,2.60179,2.60179,0.073891931,2.409576667,0.271830703
85.39,1.97213,2.64647,2.64647,0.101052097,2.42169,0.317886925
85.4,2.06723,2.56716,2.56716,0.055540001,2.400516667,0.235669262
85.41,2.02259,2.62698,2.62698,0.081174949,2.425516667,0.284912178
85.42,1.95299,2.64776,2.64776,0.107267856,2.41617,0.327517719
85.43,2.02311,2.67861,2.67861,0.0954845,2.46011,0.309005663
85.44,2.02227,2.52465,2.52465,0.056085703,2.35719,0.236824203
85.45,1.98846,2.49667,2.49667,0.057394979,2.327266667,0.239572492
85.46,2.06611,2.51982,2.51982,0.045745059,2.368583333,0.213880945
85.47,2.1083,2.5682,2.5682,0.04700178,2.4149,0.216798939
85.48,2.08112,2.59538,2.59538,0.058769633,2.42396,0.242424489
85.49,2.1229,2.60832,2.60832,0.052362795,2.446513333,0.228829182
85.5,2.12231,2.64957,2.64957,0.061778468,2.473816667,0.248552748
85.51,2.14618,2.69411,2.69411,0.066717174,2.511466667,0.258296679
85.52,2.1665,2.6011,2.6011,0.041972702,2.456233333,0.204872405
85.53,2.12102,2.6452,2.6452,0.061058816,2.470473333,0.247100822
85.54,2.10423,2.60221,2.60221,0.055107573,2.436216667,0.234750023
85.55,2.18146,2.62412,2.62412,0.043543972,2.476566667,0.208671925
85.56,2.1808,2.6876,2.6876,0.057076942,2.518666667,0.238907811
85.57,2.17096,2.66346,2.66346,0.053901389,2.499293333,0.232166726
85.58,2.11744,2.76178,2.76178,0.092260897,2.547,0.303744789
85.59,2.03873,2.63967,2.63967,0.080250863,2.439356667,0.283285833
85.6,2.04116,2.62051,2.62051,0.074588094,2.427393333,0.273108209
85.61,2.05498,2.68984,2.68984,0.089566049,2.47822,0.299275874
85.62,2.03824,2.6366,2.6366,0.079563264,2.437146667,0.282069609
85.63,2.01145,2.78521,2.78521,0.133045453,2.52729,0.364753962
85.64,1.9917,2.71337,2.71337,0.11573502,2.472813333,0.340198501
85.65,2.04253,2.65003,2.65003,0.0820125,2.44753,0.286378246
85.66,2.0846,2.64952,2.64952,0.070918801,2.461213333,0.266305842
85.67,2.12798,2.69309,2.69309,0.070966514,2.50472,0.266395409
85.68,2.14208,2.72042,2.72042,0.074328257,2.52764,0.272632091
85.69,2.14267,2.64285,2.64285,0.055595563,2.476123333,0.235787113
85.7,2.14441,2.75947,2.75947,0.084066401,2.55445,0.289942065
85.71,2.11081,2.70543,2.70543,0.078571765,2.507223333,0.280306556
85.72,2.2207,2.66822,2.66822,0.044505367,2.519046667,0.210962951
85.73,2.15886,2.54082,2.54082,0.032420765,2.4135,0.180057671
85.74,2.19406,2.65888,2.65888,0.048012807,2.50394,0.219118249
85.75,2.15801,2.69333,2.69333,0.063681667,2.51489,0.252352268
85.76,2.07629,2.67544,2.67544,0.079773494,2.475723333,0.282442019
85.77,2.18032,2.62482,2.62482,0.043906722,2.476653333,0.209539309
85.78,2.20752,2.68046,2.68046,0.049704943,2.522813333,0.222946054
85.79,2.15198,2.64635,2.64635,0.054311488,2.48156,0.233048253
85.8,2.08714,2.64329,2.64329,0.068733961,2.457906667,0.262171624
85.81,2.08506,2.67202,2.67202,0.076560454,2.476366667,0.276695598
85.82,2.10436,2.71948,2.71948,0.084082803,2.51444,0.289970349
85.83,2.05975,2.6352,2.6352,0.073587267,2.443383333,0.271269731
85.84,2.02979,2.67631,2.67631,0.092886247,2.460803333,0.304772451
85.85,2.15169,2.70177,2.70177,0.067241779,2.51841,0.259310199
85.86,2.06155,2.72085,2.72085,0.096594776,2.501083333,0.310797001
85.87,2.01232,2.78964,2.78964,0.134272529,2.530533333,0.366432162
85.88,2.05887,2.69611,2.69611,0.090238848,2.483696667,0.300397817
85.89,2.13452,2.658,2.658,0.060895847,2.483506667,0.246770839
85.9,2.12979,2.57388,2.57388,0.043825762,2.42585,0.209346034
85.91,2.11503,2.55174,2.55174,0.04238125,2.40617,0.205867068
85.92,2.10769,2.60472,2.60472,0.054897516,2.439043333,0.234302189
85.93,2.03927,2.6155,2.6155,0.073786892,2.423423333,0.271637427
85.94,2.0846,2.55673,2.55673,0.04953483,2.399353333,0.222564216
85.95,2.10273,2.46415,2.46415,0.029027648,2.343676667,0.170375022
85.96,2.05055,2.50826,2.50826,0.04655521,2.35569,0.215766563
85.97,2.02614,2.57374,2.57374,0.066636836,2.391206667,0.258141116
85.98,2.02686,2.50854,2.50854,0.051559027,2.34798,0.22706613
85.99,2.03577,2.55403,2.55403,0.059687428,2.381276667,0.244310107
86,2.08096,2.61952,2.61952,0.064454861,2.44,0.253879619
86.01,2.06567,2.57874,2.57874,0.058497961,2.407716667,0.241863517
86.02,2.11346,2.52974,2.52974,0.038508675,2.39098,0.196236274
86.03,2.0058,2.63186,2.63186,0.08710025,2.423173333,0.295127514
86.04,1.99172,2.59852,2.59852,0.081823609,2.396253333,0.286048263
86.05,2.03062,2.71654,2.71654,0.104552499,2.4879,0.323345789
86.06,2.0794,2.66704,2.66704,0.076737949,2.47116,0.277016153
86.07,1.97463,2.67774,2.67774,0.109858594,2.44337,0.331449233
86.08,2.03753,2.6752,2.6752,0.090360673,2.462643333,0.300600521
86.09,2.01642,2.74972,2.74972,0.119495309,2.505286667,0.345680935
86.1,1.93648,2.65353,2.65353,0.114257934,2.414513333,0.338020612
86.11,1.96032,2.56677,2.56677,0.081729245,2.36462,0.285883272
86.12,1.90478,2.59541,2.59541,0.105993288,2.3652,0.325566104
86.13,1.95074,2.67709,2.67709,0.117240961,2.434973333,0.342404674
86.14,1.98949,2.58209,2.58209,0.078038836,2.384556667,0.279354319
86.15,1.91893,2.60873,2.60873,0.105738676,2.378796667,0.325174838
86.16,1.959,2.51968,2.51968,0.069858236,2.332786667,0.264307087
86.17,1.91398,2.55301,2.55301,0.09074652,2.34,0.301241631
86.18,1.86496,2.54211,2.54211,0.101896027,2.316393333,0.319211571
86.19,1.9783,2.63829,2.63829,0.096797067,2.418293333,0.31112227
86.2,2.03457,2.60109,2.60109,0.071321091,2.41225,0.267060089
86.21,1.94831,2.53802,2.53802,0.07727953,2.34145,0.27799196
86.22,2.00625,2.56978,2.56978,0.070570236,2.381936667,0.26565059
86.23,2.09403,2.51479,2.51479,0.039341995,2.374536667,0.198348166
86.24,2.10919,2.48463,2.48463,0.031323376,2.359483333,0.176984113
86.25,1.99027,2.47904,2.47904,0.053088025,2.316116667,0.230408388
86.26,2.00985,2.52765,2.52765,0.05958152,2.35505,0.244093261
86.27,1.97298,2.54123,2.54123,0.071757347,2.351813333,0.267875619
86.28,2.02587,2.45515,2.45515,0.040951404,2.312056667,0.202364533
86.29,2.06389,2.56034,2.56034,0.054769467,2.394856667,0.234028774
86.3,2.07373,2.50416,2.50416,0.041171108,2.360683333,0.202906648
86.31,2.00689,2.49347,2.49347,0.052613355,2.331276667,0.229376012
86.32,1.97803,2.53825,2.53825,0.069743655,2.35151,0.264090241
86.33,1.96782,2.49055,2.49055,0.060721478,2.316306667,0.246417285
