Time (ns),RMSD (Å),RMSD (Å),RMSD (Å),Variance,Average,Standard deviation 
28.09,2.5895,1.85114,1.85114,0.121150109,2.09726,0.348066242
28.1,2.56713,1.89987,1.89987,0.098941313,2.12229,0.314549381
28.11,2.70568,1.86737,1.86737,0.156169701,2.146806667,0.395183124
28.12,2.57199,1.86039,1.86039,0.11252768,2.09759,0.335451457
28.13,2.57008,1.87853,1.87853,0.106275867,2.109046667,0.325999796
28.14,2.55204,1.8991,1.8991,0.094740143,2.116746667,0.307798868
28.15,2.48598,1.99278,1.99278,0.05405472,2.15718,0.23249671
28.16,2.46942,1.93949,1.93949,0.062405734,2.116133333,0.249811398
28.17,2.41486,1.97767,1.97767,0.042474466,2.1234,0.206093342
28.18,2.43254,1.87315,1.87315,0.069537149,2.059613333,0.263698975
28.19,2.42087,1.92201,1.92201,0.055302511,2.088296667,0.235164859
28.2,2.51807,1.88489,1.88489,0.089092647,2.09595,0.298483914
28.21,2.52166,1.91993,1.91993,0.080461998,2.120506667,0.283658242
28.22,2.51935,1.98494,1.98494,0.063465344,2.163076667,0.25192329
28.23,2.5519,1.85046,1.85046,0.10933735,2.084273333,0.330661987
28.24,2.67787,1.79132,1.79132,0.174660201,2.086836667,0.417923678
28.25,2.58072,1.74691,1.74691,0.154497581,2.024846667,0.393061803
28.26,2.50193,1.84341,1.84341,0.096366353,2.062916667,0.310429305
28.27,2.55348,1.87784,1.87784,0.101442091,2.103053333,0.31849975
28.28,2.65831,1.80084,1.80084,0.163389956,2.086663333,0.404215234
28.29,2.70352,1.87925,1.87925,0.150982452,2.154006667,0.388564604
28.3,2.71012,1.94071,1.94071,0.131553722,2.19718,0.362703352
28.31,2.65739,1.92259,1.92259,0.119984676,2.167523333,0.346388042
28.32,2.65499,1.97836,1.97836,0.10173959,2.203903333,0.318966441
28.33,2.66948,1.88001,1.88001,0.138502862,2.143166667,0.372159727
28.34,2.57533,1.88213,1.88213,0.106783609,2.113196667,0.326777614
28.35,2.6636,1.86004,1.86004,0.143490816,2.127893333,0.378801817
28.36,2.59648,1.89437,1.89437,0.109546323,2.128406667,0.330977828
28.37,2.59537,1.8173,1.8173,0.134531761,2.076656667,0.366785715
28.38,2.63665,1.91479,1.91479,0.115795969,2.15541,0.340288067
28.39,2.68287,1.87657,1.87657,0.144471042,2.145336667,0.380093465
28.4,2.6014,1.91704,1.91704,0.104077469,2.14516,0.322610398
28.41,2.56745,1.82943,1.82943,0.12103856,2.075436667,0.347905964
28.42,2.55141,1.84502,1.84502,0.110885963,2.080483333,0.332995439
28.43,2.62383,1.9276,1.9276,0.107719158,2.159676667,0.32820597
28.44,2.61174,1.9967,1.9967,0.084060934,2.201713333,0.289932636
28.45,2.47452,1.97365,1.97365,0.055749057,2.140606667,0.236112382
28.46,2.75222,1.93349,1.93349,0.148959736,2.2064,0.385953023
28.47,2.78015,1.97868,1.97868,0.142745369,2.245836667,0.377816581
28.48,2.93384,1.955,1.955,0.212917277,2.28128,0.461429601
28.49,2.81593,1.98193,1.98193,0.154568,2.25993,0.39315137
28.5,2.87763,1.99852,1.99852,0.171740976,2.291556667,0.414416428
28.51,2.95618,1.89663,1.89663,0.249476934,2.249813333,0.49947666
28.52,2.82742,1.91153,1.91153,0.186412109,2.216826667,0.431754687
28.53,2.62509,2.07912,2.07912,0.06624072,2.26111,0.257372726
28.54,2.47805,2.03244,2.03244,0.044126283,2.180976667,0.210062569
28.55,2.54665,2.1213,2.1213,0.040205027,2.263083333,0.200511913
28.56,2.60271,2.1942,2.1942,0.037084538,2.33037,0.192573461
28.57,2.6174,2.15728,2.15728,0.047046759,2.310653333,0.216902648
28.58,2.50901,2.27367,2.27367,0.012307759,2.352116667,0.11094034
28.59,2.5242,2.23341,2.23341,0.01879085,2.33034,0.137079721
28.6,2.40139,2.18702,2.18702,0.01021211,2.258476667,0.101054987
28.61,2.46889,2.11365,2.11365,0.028043435,2.232063333,0.167461742
28.62,2.45303,2.14256,2.14256,0.02142036,2.24605,0.146356962
28.63,2.43606,2.13195,2.13195,0.020551754,2.23332,0.143358829
28.64,2.52081,2.15949,2.15949,0.029011587,2.27993,0.170327881
28.65,2.45811,2.08866,2.08866,0.030331845,2.21181,0.1741604
28.66,2.45856,2.18423,2.18423,0.016723766,2.275673333,0.129320402
28.67,2.51692,2.09013,2.09013,0.040477712,2.232393333,0.201190735
28.68,2.57494,2.11341,2.11341,0.047335542,2.267253333,0.217567328
28.69,2.66044,2.08785,2.08785,0.072857624,2.278713333,0.269921515
28.7,2.57344,2.07789,2.07789,0.054571067,2.243073333,0.23360451
28.71,2.50394,2.06584,2.06584,0.042651469,2.211873333,0.206522321
28.72,2.37676,2.06591,2.06591,0.021472827,2.169526667,0.146536095
28.73,2.43915,2.09639,2.09639,0.026107648,2.210643333,0.161578614
28.74,2.40894,2.08227,2.08227,0.023714064,2.19116,0.153993715
28.75,2.36832,2.06097,2.06097,0.020992005,2.16342,0.144886179
28.76,2.3197,2.09748,2.09748,0.010973717,2.171553333,0.104755513
28.77,2.3574,2.06832,2.06832,0.018570499,2.16468,0.136273619
28.78,2.41005,2.02491,2.02491,0.032962849,2.15329,0.181556737
28.79,2.42899,2.06379,2.06379,0.029638009,2.185523333,0.172156931
28.8,2.39617,2.07673,2.07673,0.022675981,2.18321,0.15058546
28.81,2.57038,1.96794,1.96794,0.08065199,2.168753333,0.28399294
28.82,2.59456,2.01457,2.01457,0.074752978,2.2079,0.273409908
28.83,2.64836,2.00339,2.00339,0.0924414,2.21838,0.304041774
28.84,2.53081,1.93045,1.93045,0.080096029,2.13057,0.283012418
28.85,2.64526,1.97496,1.97496,0.099844909,2.198393333,0.31598245
28.86,2.56767,2.01628,2.01628,0.067562429,2.200076667,0.259927739
28.87,2.47468,2.05165,2.05165,0.03976764,2.19266,0.199418254
28.88,2.48573,2.0342,2.0342,0.04530652,2.18471,0.212853283
28.89,2.45727,1.97879,1.97879,0.050876247,2.138283333,0.225557635
28.9,2.48431,1.96878,1.96878,0.059060262,2.140623333,0.243023173
28.91,2.3918,1.99056,1.99056,0.035776342,2.124306667,0.18914635
28.92,2.3492,2.03184,2.03184,0.022381638,2.137626667,0.149604939
28.93,2.25901,1.98729,1.98729,0.016407057,2.077863333,0.128090036
28.94,2.43854,2.0002,2.0002,0.042698212,2.146313333,0.206635458
28.95,2.40644,2.02924,2.02924,0.031617742,2.154973333,0.177813785
28.96,2.33661,2.04787,2.04787,0.018526842,2.144116667,0.136113341
28.97,2.42038,2.03802,2.03802,0.032488704,2.165473333,0.180246233
28.98,2.46405,2.04568,2.04568,0.038896324,2.185136667,0.197221509
28.99,2.39538,1.93067,1.93067,0.047990085,2.085573333,0.219066395
29,2.45078,1.93491,1.93491,0.05913819,2.106866667,0.24318345
29.01,2.49799,1.99503,1.99503,0.05621528,2.162683333,0.237097618
29.02,2.48608,2.00448,2.00448,0.051541902,2.165013333,0.227028417
29.03,2.43985,2.0651,2.0651,0.031208347,2.190016667,0.176658844
29.04,2.44413,2.09186,2.09186,0.027576478,2.209283333,0.166061671
29.05,2.34527,2.18747,2.18747,0.00553352,2.24007,0.074387633
29.06,2.41782,2.30714,2.30714,0.002722236,2.344033333,0.052175052
29.07,2.51251,2.16292,2.16292,0.027158482,2.27945,0.164798306
29.08,2.47476,2.18594,2.18594,0.018537109,2.282213333,0.136151054
29.09,2.49158,2.11867,2.11867,0.030902637,2.242973333,0.17579146
29.1,2.53895,2.02598,2.02598,0.05847516,2.19697,0.241816377
29.11,2.46213,1.99067,1.99067,0.04939434,2.147823333,0.222248375
29.12,2.68626,1.99722,1.99722,0.105505805,2.2269,0.324816571
29.13,2.59777,2.00309,2.00309,0.078587623,2.201316667,0.28033484
29.14,2.78186,2.07245,2.07245,0.111836122,2.30892,0.334419081
29.15,2.60739,2.06407,2.06407,0.065599249,2.245176667,0.256123504
29.16,2.53693,1.98101,1.98101,0.068677121,2.166316667,0.262063201
29.17,2.54611,1.995,1.995,0.067493829,2.178703333,0.259795745
29.18,2.63096,1.88661,1.88661,0.123123761,2.134726667,0.350889955
29.19,2.67891,1.93357,1.93357,0.123451492,2.182016667,0.351356646
29.2,2.61771,2.02888,2.02888,0.07704906,2.225156667,0.277577124
29.21,2.70266,2.00192,2.00192,0.109119233,2.2355,0.330332004
29.22,2.67759,1.9473,1.9473,0.11851633,2.19073,0.344262007
29.23,2.45001,1.9113,1.9113,0.06449077,2.09087,0.253950329
29.24,2.49689,1.93773,1.93773,0.069479979,2.124116667,0.263590552
29.25,2.47791,1.87928,1.87928,0.079635084,2.078823333,0.282196888
29.26,2.54693,1.91374,1.91374,0.089095461,2.124803333,0.298488629
29.27,2.57862,1.9141,1.9141,0.098130407,2.135606667,0.313257732
29.28,2.43828,1.89256,1.89256,0.066180071,2.074466667,0.257254875
29.29,2.36816,1.79722,1.79722,0.07243833,1.987533333,0.269143697
29.3,2.43519,1.91433,1.91433,0.060287809,2.08795,0.245535759
29.31,2.37797,1.95201,1.95201,0.040320427,2.093996667,0.20079947
29.32,2.33628,1.92821,1.92821,0.037004694,2.064233333,0.192366043
29.33,2.2985,1.96745,1.96745,0.024354245,2.0778,0.156058467
29.34,2.31414,1.83195,1.83195,0.051668266,1.99268,0.227306546
29.35,2.30489,1.90158,1.90158,0.036146435,2.036016667,0.190122157
29.36,2.33366,1.92414,1.92414,0.03726814,2.060646667,0.193049579
29.37,2.39683,1.95401,1.95401,0.043575456,2.101616667,0.20874735
29.38,2.54308,1.97978,1.97978,0.070512642,2.167546667,0.265542167
29.39,2.57972,1.92804,1.92804,0.094374849,2.145266667,0.307204898
29.4,2.52938,1.94025,1.94025,0.07712759,2.136626667,0.277718545
29.41,2.4116,1.92977,1.92977,0.051591144,2.09038,0.22713684
29.42,2.55555,1.90183,1.90183,0.094966631,2.119736667,0.308166563
29.43,2.57821,1.91263,1.91263,0.098443719,2.13449,0.313757421
29.44,2.51666,1.91248,1.91248,0.081118549,2.113873333,0.284813183
29.45,2.4401,1.81925,1.81925,0.085656605,2.0262,0.292671497
29.46,2.52643,1.80276,1.80276,0.116377393,2.043983333,0.34114131
29.47,2.53094,1.77755,1.77755,0.126132554,2.02868,0.355151452
29.48,2.55049,1.81659,1.81659,0.119690936,2.061223333,0.345963778
29.49,2.6484,1.90911,1.90911,0.12145549,2.15554,0.348504648
29.5,2.77113,1.96511,1.96511,0.14437072,2.233783333,0.379961472
29.51,2.65467,1.87531,1.87531,0.134978224,2.135096667,0.367393827
29.52,2.59052,1.91,1.91,0.102912771,2.13684,0.320800204
29.53,2.51736,1.92583,1.92583,0.077757276,2.123006667,0.278849916
29.54,2.45798,1.96991,1.96991,0.052936072,2.1326,0.230078404
29.55,2.36908,2.00167,2.00167,0.029997802,2.12414,0.173198735
29.56,2.38844,2.0728,2.0728,0.022139691,2.178013333,0.148794123
29.57,2.37614,2.00765,2.00765,0.030174418,2.13048,0.173707852
29.58,2.43068,1.96898,1.96898,0.04737042,2.12288,0.217647467
29.59,2.45056,1.99242,1.99242,0.046642724,2.145133333,0.215969267
29.6,2.37914,1.92578,1.92578,0.045674509,2.0769,0.213715954
29.61,2.39619,1.99857,1.99857,0.035133703,2.13111,0.187439866
29.62,2.28805,1.96533,1.96533,0.023144044,2.072903333,0.152131667
29.63,2.21834,1.95986,1.95986,0.014847091,2.04602,0.121848641
29.64,2.31703,1.95953,1.95953,0.028401389,2.078696667,0.168527116
29.65,2.28158,1.87228,1.87228,0.037228109,2.008713333,0.19294587
29.66,2.42509,1.91283,1.91283,0.058313402,2.083583333,0.24148168
29.67,2.39355,1.86838,1.86838,0.061289673,2.043436667,0.247567512
29.68,2.42793,1.79018,1.79018,0.090383347,2.002763333,0.300638233
29.69,2.2826,1.73968,1.73968,0.065502695,1.920653333,0.255934942
29.7,2.55688,1.71786,1.71786,0.156434347,1.997533333,0.395517821
29.71,2.33915,1.8369,1.8369,0.056056681,2.004316667,0.236762921
29.72,2.41156,1.84404,1.84404,0.0715731,2.033213333,0.267531494
29.73,2.35116,1.78412,1.78412,0.07145208,1.973133333,0.267305219
29.74,2.3598,1.87475,1.87475,0.052283001,2.036433333,0.228654763
29.75,2.47792,1.763,1.763,0.113580135,2.001306667,0.33701652
29.76,2.43485,1.79904,1.79904,0.089834301,2.010976667,0.299723708
29.77,2.44871,1.81627,1.81627,0.088884523,2.027083333,0.298135075
29.78,2.62299,1.86446,1.86446,0.127859502,2.117303333,0.357574471
29.79,2.62149,1.97369,1.97369,0.093254409,2.189623333,0.305375849
29.8,2.51954,1.93105,1.93105,0.076960107,2.127213333,0.277416846
29.81,2.71508,1.95776,1.95776,0.127451907,2.2102,0.357004072
29.82,2.59961,1.96547,1.96547,0.089363009,2.17685,0.298936463
29.83,2.54521,2.01783,2.01783,0.061806592,2.193623333,0.248609316
29.84,2.49559,2.02492,2.02492,0.049228944,2.18181,0.221875966
29.85,2.55272,2.03232,2.03232,0.060181369,2.205786667,0.245318913
29.86,2.61557,2.09269,2.09269,0.060756332,2.266983333,0.246487996
29.87,2.61556,2.00731,2.00731,0.082215125,2.21006,0.2867318
29.88,2.56666,2.07668,2.07668,0.0533512,2.240006667,0.230978787
29.89,2.67817,2.02584,2.02584,0.094563206,2.243283333,0.307511311
29.9,2.69534,2.02844,2.02844,0.09883458,2.25074,0.314379675
29.91,2.54259,2.01773,2.01773,0.061217338,2.192683333,0.247421377
29.92,2.67363,1.99912,1.99912,0.101103053,2.223956667,0.317967063
29.93,2.62985,2.06671,2.06671,0.070472591,2.254423333,0.265466742
29.94,2.62561,1.97867,1.97867,0.09300697,2.194316667,0.304970441
29.95,2.69651,2.0047,2.0047,0.106355795,2.235303333,0.326122362
29.96,2.53038,1.9872,1.9872,0.065565447,2.16826,0.256057508
29.97,2.61314,2.04464,2.04464,0.0718205,2.23414,0.26799347
29.98,2.61341,2.02382,2.02382,0.077248082,2.22035,0.277935391
29.99,2.64035,2.03005,2.03005,0.082770242,2.233483333,0.287698179
30,2.60435,1.99746,1.99746,0.081847883,2.199756667,0.28609069
30.01,2.63032,1.98469,1.98469,0.092630688,2.1999,0.304352901
30.02,2.50188,1.94716,1.94716,0.068380951,2.132066667,0.261497516
30.03,2.56548,2.02861,2.02861,0.064050977,2.207566667,0.253082945
30.04,2.62785,2.00927,2.00927,0.085031381,2.215463333,0.291601408
30.05,2.75686,2.01485,2.01485,0.122350853,2.262186667,0.349786868
30.06,2.64635,1.96782,1.96782,0.102311769,2.193996667,0.319862109
30.07,2.48513,2.03255,2.03255,0.045517479,2.18341,0.213348258
30.08,2.50706,2.00429,2.00429,0.056172816,2.17188,0.237008051
30.09,2.39139,1.92566,1.92566,0.048200985,2.080903333,0.219547227
30.1,2.36391,1.91893,1.91893,0.0440016,2.067256667,0.209765584
30.11,2.5258,1.96101,1.96101,0.070886165,2.149273333,0.266244559
30.12,2.60284,2.07498,2.07498,0.061919151,2.250933333,0.24883559
30.13,2.56487,1.93452,1.93452,0.088298027,2.144636667,0.29714984
30.14,2.51681,1.91749,1.91749,0.079818769,2.117263333,0.282522157
30.15,2.48862,1.9746,1.9746,0.058714791,2.14594,0.242311352
30.16,2.47465,1.93896,1.93896,0.063769728,2.117523333,0.252526688
30.17,2.34881,1.90394,1.90394,0.043979848,2.05223,0.209713729
30.18,2.50165,1.98784,1.98784,0.058666826,2.15911,0.242212357
30.19,2.5657,1.94181,1.94181,0.086497496,2.149773333,0.294104566
30.2,2.48267,2.00008,2.00008,0.051754024,2.160943333,0.227495108
30.21,2.44658,2.02602,2.02602,0.039304603,2.166206667,0.198253885
30.22,2.52229,2.10966,2.10966,0.037836337,2.247203333,0.194515647
30.23,2.42602,2.00551,2.00551,0.039295258,2.14568,0.198230315
30.24,2.34665,2.06242,2.06242,0.017952598,2.157163333,0.133987307
30.25,2.39095,2.03611,2.03611,0.027980317,2.15439,0.16727318
30.26,2.41066,2.2348,2.2348,0.006872609,2.29342,0.082901199
30.27,2.4036,2.1427,2.1427,0.015126402,2.229666667,0.122989439
30.28,2.33669,2.2249,2.2249,0.002777112,2.262163333,0.052698311
30.29,2.40939,2.21544,2.21544,0.008359245,2.28009,0.091428907
30.3,2.42188,2.19472,2.19472,0.011467037,2.27044,0.107084251
30.31,2.38471,2.12516,2.12516,0.014970267,2.211676667,0.122353043
30.32,2.49909,2.12028,2.12028,0.031888226,2.24655,0.178572747
30.33,2.51233,2.2037,2.2037,0.021167217,2.306576667,0.145489577
30.34,2.43914,2.06978,2.06978,0.030317069,2.1929,0.174117974
30.35,2.47912,2.07939,2.07939,0.035507572,2.212633333,0.188434529
30.36,2.50042,2.10282,2.10282,0.035130169,2.235353333,0.187430437
30.37,2.32837,2.16179,2.16179,0.006166421,2.217316667,0.078526565
30.38,2.33433,2.15062,2.15062,0.007499859,2.211856667,0.086601725
30.39,2.39742,2.14751,2.14751,0.013878891,2.230813333,0.117808704
30.4,2.40863,2.18459,2.18459,0.011154205,2.25927,0.105613469
30.41,2.53982,2.15423,2.15423,0.033039922,2.28276,0.181768869
30.42,2.57883,2.13338,2.13338,0.044094601,2.281863333,0.209987144
30.43,2.53878,2.20085,2.20085,0.025377041,2.313493333,0.15930173
30.44,2.54612,2.12758,2.12758,0.03892794,2.267093333,0.197301648
30.45,2.517,2.07809,2.07809,0.042809331,2.224393333,0.206904158
30.46,2.64848,2.11415,2.11415,0.063446344,2.29226,0.251885578
30.47,2.72603,2.19106,2.19106,0.063598422,2.369383333,0.252187276
30.48,2.79963,2.23177,2.23177,0.071658884,2.421056667,0.267691771
30.49,2.70025,2.24527,2.24527,0.046001511,2.39693,0.214479629
30.5,2.61029,2.12641,2.12641,0.052031079,2.287703333,0.22810322
30.51,2.53346,2.09715,2.09715,0.042303648,2.242586667,0.205678506
30.52,2.55185,2.2575,2.2575,0.019253761,2.355616667,0.138757921
30.53,2.48656,2.18573,2.18573,0.02011082,2.286006667,0.141812622
30.54,2.53797,2.1299,2.1299,0.037004694,2.265923333,0.192366043
30.55,2.50025,2.13467,2.13467,0.029699719,2.25653,0.172336065
30.56,2.6292,2.21387,2.21387,0.038333113,2.352313333,0.19578844
30.57,2.53934,2.34762,2.34762,0.008168124,2.411526667,0.090377675
30.58,2.57987,2.43029,2.43029,0.004972039,2.48015,0.070512688
30.59,2.56819,2.37555,2.37555,0.008246704,2.439763333,0.090811367
30.6,2.62881,2.27037,2.27037,0.028550941,2.38985,0.168970236
30.61,2.57244,2.26253,2.26253,0.021343157,2.365833333,0.146092975
30.62,2.49704,2.2662,2.2662,0.011841579,2.343146667,0.10881902
30.63,2.43898,2.20427,2.20427,0.012241952,2.282506667,0.110643355
30.64,2.47454,2.25629,2.25629,0.010585125,2.32904,0.102884037
30.65,2.34791,2.35759,2.35759,2.08E-05,2.354363333,0.004563196
30.66,2.36931,2.404,2.404,0.000267421,2.392436667,0.016353023
30.67,2.33899,2.37077,2.37077,0.000224437,2.360176667,0.014981236
30.68,2.3913,2.47698,2.47698,0.001631347,2.44842,0.040389939
30.69,2.42202,2.29338,2.29338,0.003677389,2.33626,0.060641478
30.7,2.47754,2.43077,2.43077,0.000486096,2.44636,0.022047589
30.71,2.39942,2.30445,2.30445,0.002004289,2.336106667,0.044769287
30.72,2.35307,2.27291,2.27291,0.001427917,2.29963,0.037787786
30.73,2.24133,2.35295,2.35295,0.002768672,2.315743333,0.052618173
30.74,2.23788,2.38013,2.38013,0.004496681,2.332713333,0.067057293
30.75,2.41124,2.3373,2.3373,0.001214916,2.361946667,0.03485565
30.76,2.40583,2.35731,2.35731,0.000523153,2.373483333,0.022872547
30.77,2.46449,2.39652,2.39652,0.001026649,2.419176667,0.032041365
30.78,2.43357,2.31499,2.31499,0.003124715,2.354516667,0.055899148
30.79,2.59939,2.30401,2.30401,0.019388743,2.40247,0.139243467
30.8,2.61222,2.30872,2.30872,0.020469389,2.409886667,0.143071272
30.81,2.46194,2.27079,2.27079,0.008119627,2.334506667,0.090108974
30.82,2.59304,2.31994,2.31994,0.016574136,2.410973333,0.128740575
30.83,2.55533,2.30642,2.30642,0.013768042,2.38939,0.117337299
30.84,2.54048,2.42286,2.42286,0.003074325,2.462066667,0.0554466
30.85,2.54686,2.42001,2.42001,0.003575761,2.462293333,0.059797663
30.86,2.54586,2.22255,2.22255,0.023228746,2.33032,0.152409796
30.87,2.62962,2.2481,2.2481,0.032346113,2.375273333,0.179850253
30.88,2.54502,2.18145,2.18145,0.029374032,2.30264,0.171388542
30.89,2.55452,2.21611,2.21611,0.025449184,2.328913333,0.159528004
30.9,2.55776,2.20368,2.20368,0.027860588,2.321706667,0.166914913
30.91,2.57667,2.22303,2.22303,0.027791389,2.34091,0.166707495
30.92,2.44787,2.28807,2.28807,0.005674676,2.341336667,0.075330442
30.93,2.58809,2.1983,2.1983,0.03376361,2.32823,0.183748768
30.94,2.60177,2.25152,2.25152,0.027261125,2.36827,0.165109433
30.95,2.32415,2.2183,2.2183,0.002489827,2.253583333,0.049898169
30.96,2.41193,2.23945,2.23945,0.006610967,2.296943333,0.081307852
30.97,2.34432,2.30428,2.30428,0.000356267,2.317626667,0.018875037
30.98,2.38437,2.39826,2.39826,4.29E-05,2.39363,0.006547809
30.99,2.23532,2.26712,2.26712,0.00022472,2.25652,0.014990664
31,2.30001,2.28434,2.28434,5.46E-05,2.289563333,0.007386909
31.01,2.39102,2.39479,2.39479,3.16E-06,2.393533333,0.001777195
31.02,2.38846,2.40213,2.40213,4.15E-05,2.397573333,0.0064441
31.03,2.32441,2.36513,2.36513,0.000368471,2.351556667,0.019195592
31.04,2.32275,2.44659,2.44659,0.003408077,2.40531,0.058378736
31.05,2.36467,2.4257,2.4257,0.000827702,2.405356667,0.028769818
31.06,2.22842,2.40695,2.40695,0.00708288,2.34744,0.084159849
31.07,2.24987,2.3402,2.3402,0.001813224,2.31009,0.04258197
31.08,2.24038,2.25859,2.25859,7.37E-05,2.25252,0.008584276
31.09,2.26311,2.34651,2.34651,0.00154568,2.31871,0.039315137
31.1,2.36772,2.34124,2.34124,0.00015582,2.350066667,0.012482792
31.11,2.34432,2.28129,2.28129,0.00088284,2.3023,0.029712627
31.12,2.35547,2.29268,2.29268,0.00087613,2.31361,0.02959949
31.13,2.34758,2.0867,2.0867,0.015124083,2.17366,0.122980011
31.14,2.22825,2.29069,2.29069,0.00086639,2.269876667,0.029434498
31.15,2.31997,2.26367,2.26367,0.000704376,2.282436667,0.026540075
31.16,2.22788,2.19601,2.19601,0.00022571,2.206633333,0.015023662
31.17,2.26911,2.12686,2.12686,0.004496681,2.174276667,0.067057293
31.18,2.1818,2.278,2.278,0.002056542,2.245933333,0.045349115
31.19,2.20869,2.20788,2.20788,1.46E-07,2.20815,0.000381838
31.2,2.34193,2.21605,2.21605,0.003521283,2.25801,0.059340401
31.21,2.40836,2.1687,2.1687,0.012763759,2.248586667,0.112976807
31.22,2.33705,2.21679,2.21679,0.003213882,2.256876667,0.056691108
31.23,2.40326,2.23547,2.23547,0.00625633,2.2914,0.079096965
31.24,2.3618,2.18158,2.18158,0.007217611,2.241653333,0.084956523
31.25,2.45252,2.23359,2.23359,0.010651188,2.306566667,0.103204592
31.26,2.46688,2.25778,2.25778,0.00971618,2.32748,0.098570685
31.27,2.5836,2.23484,2.23484,0.027029675,2.351093333,0.164407041
31.28,2.54926,2.31425,2.31425,0.012273267,2.392586667,0.110784776
31.29,2.46982,2.2892,2.2892,0.007249685,2.349406667,0.085145085
31.3,2.41799,2.27641,2.27641,0.004454421,2.323603333,0.066741452
31.31,2.3629,2.26018,2.26018,0.002344755,2.29442,0.048422672
31.32,2.28682,2.15942,2.15942,0.003606836,2.201886667,0.060056936
31.33,2.23286,2.2636,2.2636,0.000209988,2.253353333,0.014490975
31.34,2.19542,2.283,2.283,0.001704501,2.253806667,0.041285608
31.35,2.24544,2.21693,2.21693,0.000180627,2.226433333,0.013439743
31.36,2.31227,2.29255,2.29255,8.64E-05,2.299123333,0.009296097
31.37,2.35649,2.331,2.331,0.000144387,2.339496667,0.012016101
31.38,2.42557,2.26579,2.26579,0.005673255,2.31905,0.075321014
31.39,2.51668,2.20314,2.20314,0.021846074,2.307653333,0.147804173
31.4,2.46548,2.1928,2.1928,0.016523196,2.283693333,0.128542585
31.41,2.55795,2.17343,2.17343,0.032856807,2.301603333,0.181264466
31.42,2.51371,2.20687,2.20687,0.020922397,2.30915,0.144645763
31.43,2.45272,2.2034,2.2034,0.013813436,2.286506667,0.117530575
31.44,2.35727,2.22029,2.22029,0.004169671,2.26595,0.064572991
31.45,2.51596,2.17237,2.17237,0.026234242,2.2869,0.161969879
31.46,2.43445,2.29009,2.29009,0.004631069,2.33821,0.068051957
31.47,2.50301,2.38098,2.38098,0.003309182,2.421656667,0.057525494
31.48,2.46028,2.28534,2.28534,0.00680089,2.343653333,0.082467507
31.49,2.44968,2.31287,2.31287,0.004159328,2.358473333,0.064492852
31.5,2.46455,2.3097,2.3097,0.005328561,2.361316667,0.07299699
31.51,2.46623,2.28066,2.28066,0.007652494,2.342516667,0.087478537
31.52,2.47357,2.24966,2.24966,0.011141264,2.324296667,0.105552186
31.53,2.39997,2.31353,2.31353,0.001660416,2.342343333,0.040748207
31.54,2.43272,2.31826,2.31826,0.002911354,2.356413333,0.053956961
31.55,2.41267,2.22001,2.22001,0.008248417,2.28423,0.090820795
31.56,2.42412,2.21269,2.21269,0.009933921,2.283166667,0.099669058
31.57,2.48573,2.21608,2.21608,0.016158027,2.305963333,0.127114229
31.58,2.39814,2.21799,2.21799,0.007212005,2.27804,0.084923524
31.59,2.35379,2.3351,2.3351,7.76E-05,2.34133,0.00881055
31.6,2.26729,2.33209,2.33209,0.00093312,2.31049,0.030547013
31.61,2.36263,2.25745,2.25745,0.002458407,2.29251,0.049582327
31.62,2.39893,2.21653,2.21653,0.00739328,2.27733,0.085984185
31.63,2.42974,2.21812,2.21812,0.009951783,2.28866,0.099758625
31.64,2.50668,2.23183,2.23183,0.016787227,2.323446667,0.129565533
31.65,2.47028,2.20175,2.20175,0.01602408,2.29126,0.126586256
31.66,2.53458,2.23363,2.23363,0.020126867,2.333946667,0.141869191
31.67,2.46874,2.23013,2.23013,0.012652163,2.309666667,0.112481833
31.68,2.29667,2.27414,2.27414,0.0001128,2.28165,0.010620744
31.69,2.37733,2.28898,2.28898,0.001734605,2.31843,0.041648589
31.7,2.33443,2.23435,2.23435,0.002225779,2.26771,0.047178164
31.71,2.31786,2.33446,2.33446,6.12E-05,2.328926667,0.007825315
31.72,2.47453,2.24388,2.24388,0.011822094,2.320763333,0.108729453
31.73,2.3996,2.25303,2.25303,0.004773948,2.301886667,0.069093761
31.74,2.39714,2.3613,2.3613,0.000285446,2.373246667,0.016895138
31.75,2.36976,2.23405,2.23405,0.004092712,2.279286667,0.063974308
31.76,2.42041,2.24702,2.24702,0.006680909,2.304816667,0.08173683
31.77,2.37356,2.3044,2.3044,0.001062912,2.327453333,0.032602337
31.78,2.29941,2.29891,2.29891,5.56E-08,2.299076667,0.000235702
31.79,2.40705,2.27399,2.27399,0.003934436,2.318343333,0.062725086
31.8,2.42827,2.26557,2.26557,0.005882509,2.319803333,0.076697516
31.81,2.37581,2.32455,2.32455,0.000583908,2.341636667,0.024164196
31.82,2.42554,2.21977,2.21977,0.009409176,2.28836,0.097000908
31.83,2.49599,2.31615,2.31615,0.007187206,2.376096667,0.084777389
31.84,2.45594,2.31956,2.31956,0.004133223,2.36502,0.064290149
31.85,2.40268,2.28534,2.28534,0.003059706,2.324453333,0.055314606
31.86,2.46652,2.25171,2.25171,0.010254075,2.323313333,0.101262405
31.87,2.44816,2.35005,2.35005,0.002139016,2.382753333,0.046249498
31.88,2.36757,2.40283,2.40283,0.000276282,2.391076667,0.016621723
