"Time (ns)","RMSD (Å)"
15.54,2.2378
15.55,2.21217
15.56,2.16372
15.57,2.20371
15.58,2.23371
15.59,2.17727
15.6,2.26328
15.61,2.21519
15.62,2.28597
15.63,2.44231
15.64,2.37181
15.65,2.44496
15.66,2.40893
15.67,2.36747
15.68,2.41825
15.69,2.40869
15.7,2.28457
15.71,2.35178
15.72,2.35096
15.73,2.49822
15.74,2.49789
15.75,2.42017
15.76,2.37867
15.77,2.43259
15.78,2.41218
15.79,2.34671
15.8,2.47776
15.81,2.46773
15.82,2.34528
15.83,2.29079
15.84,2.24125
15.85,2.24962
15.86,2.19186
15.87,2.24405
15.88,2.24595
15.89,2.15
15.9,2.05865
15.91,2.1722
15.92,2.16657
15.93,2.09704
15.94,2.16993
15.95,2.21238
15.96,2.30996
15.97,2.14218
15.98,2.02584
15.99,2.08497
16,2.03705
16.01,2.05384
16.02,1.98448
16.03,2.05069
16.04,2.06473
16.05,1.88434
16.06,1.9304
16.07,1.92867
16.08,1.98273
16.09,2.05978
16.1,2.07354
16.11,2.00083
16.12,1.96761
16.13,1.90637
16.14,1.92955
16.15,1.97022
16.16,2.07263
16.17,2.12697
16.18,2.20617
16.19,2.09976
16.2,2.15252
16.21,2.20207
16.22,2.06657
16.23,2.2036
16.24,2.18414
16.25,2.17928
16.26,2.19912
16.27,2.14721
16.28,2.30888
16.29,2.28596
16.3,2.18521
16.31,2.38297
16.32,2.48235
16.33,2.53082
16.34,2.42604
16.35,2.27045
16.36,2.33143
16.37,2.33558
16.38,2.32572
16.39,2.35842
16.4,2.48232
16.41,2.4364
16.42,2.27529
16.43,2.39045
16.44,2.41483
16.45,2.3252
16.46,2.42451
16.47,2.41188
16.48,2.49108
16.49,2.42852
16.5,2.48891
16.51,2.36233
16.52,2.40163
16.53,2.45267
16.54,2.46839
16.55,2.50819
16.56,2.516
16.57,2.4961
16.58,2.44789
16.59,2.45778
16.6,2.33755
16.61,2.39262
16.62,2.36773
16.63,2.34272
16.64,2.25261
16.65,2.28307
16.66,2.18252
16.67,2.29077
16.68,2.15494
16.69,2.15056
16.7,2.15909
16.71,2.23086
16.72,2.21557
16.73,2.38037
16.74,2.3282
16.75,2.25778
16.76,2.22634
16.77,2.31454
16.78,2.23143
16.79,2.28133
16.8,2.25601
16.81,2.10069
16.82,2.22844
16.83,2.20401
16.84,2.28041
16.85,2.17371
16.86,2.1281
16.87,2.18472
16.88,2.26075
16.89,2.21101
16.9,2.21199
16.91,2.13086
16.92,2.21068
16.93,2.13613
16.94,2.14815
16.95,2.14696
16.96,2.1674
16.97,2.14979
16.98,2.21313
16.99,2.20075
17,2.12298
17.01,2.18496
17.02,2.26443
17.03,2.1602
17.04,2.2765
17.05,2.25102
17.06,2.16606
17.07,2.226
17.08,2.192
17.09,2.13936
17.1,2.15972
17.11,2.18148
17.12,2.18186
17.13,2.16516
17.14,2.26545
17.15,2.2457
17.16,2.3059
17.17,2.23801
17.18,2.20292
17.19,2.24055
17.2,2.21312
17.21,2.21224
17.22,2.33728
17.23,2.44813
17.24,2.42065
17.25,2.3588
17.26,2.23429
17.27,2.214
17.28,2.30686
17.29,2.26095
17.3,2.25008
17.31,2.2794
17.32,2.22237
17.33,2.16124
17.34,2.22468
17.35,2.21419
17.36,2.23239
17.37,2.20933
17.38,2.29026
17.39,2.23792
17.4,2.19688
17.41,1.97943
17.42,2.13224
17.43,2.16585
17.44,2.12356
17.45,2.12411
17.46,2.20035
17.47,2.25908
17.48,2.20046
17.49,2.17731
17.5,2.14399
17.51,2.19576
17.52,2.24931
17.53,2.18685
17.54,2.13683
17.55,2.085
17.56,2.14469
17.57,2.12282
17.58,2.14387
17.59,2.0769
17.6,2.24172
17.61,2.10479
17.62,2.15485
17.63,2.18399
17.64,2.05894
17.65,1.98209
17.66,2.00174
17.67,2.02114
17.68,2.05306
17.69,2.11825
17.7,2.09924
17.71,2.05834
17.72,2.05876
17.73,2.20119
17.74,2.26878
17.75,2.22382
17.76,2.28654
17.77,2.2516
17.78,2.30069
17.79,2.28205
17.8,2.32259
17.81,2.35342
17.82,2.26851
17.83,2.26708
17.84,2.2889
17.85,2.31108
17.86,2.24192
17.87,2.23076
17.88,2.24312
17.89,2.31205
17.9,2.26981
17.91,2.25876
17.92,2.20108
17.93,2.29787
17.94,2.20785
17.95,2.16747
17.96,2.19756
17.97,2.29885
17.98,2.26891
17.99,2.28334
18,2.23086
18.01,2.12419
18.02,2.14084
18.03,2.17695
18.04,2.11729
18.05,2.09997
18.06,2.14647
18.07,2.18703
18.08,2.13334
18.09,2.04412
18.1,2.12427
18.11,2.1643
18.12,2.14089
18.13,2.17293
18.14,2.16081
18.15,2.2138
18.16,2.1861
18.17,2.29877
18.18,2.1606
18.19,2.16373
18.2,2.26333
18.21,2.25378
18.22,2.15194
18.23,2.10093
18.24,2.21592
18.25,2.16535
18.26,2.17204
18.27,2.17745
18.28,2.23767
18.29,2.19593
18.3,2.20203
18.31,2.18797
18.32,2.21109
18.33,2.3631
18.34,2.32327
18.35,2.22636
18.36,2.37586
18.37,2.36257
18.38,2.37682
18.39,2.22543
18.4,2.22266
18.41,2.28804
18.42,2.23982
18.43,2.26607
18.44,2.35895
18.45,2.36644
18.46,2.34175
18.47,2.25891
18.48,2.26162
18.49,2.41451
18.5,2.33861
18.51,2.3256
18.52,2.31862
18.53,2.29419
18.54,2.1937
18.55,2.21773
18.56,2.22158
18.57,2.24704
18.58,2.35617
18.59,2.34287
18.6,2.31894
18.61,2.23931
18.62,2.31487
18.63,2.32181
18.64,2.32371
18.65,2.3395
18.66,2.31624
18.67,2.38175
18.68,2.34874
18.69,2.41356
18.7,2.22496
18.71,2.27866
18.72,2.25289
18.73,2.17234
18.74,2.27515
18.75,2.23267
18.76,2.19942
18.77,2.16819
18.78,2.13559
18.79,2.14225
18.8,2.19682
18.81,2.15019
18.82,2.25817
18.83,2.25922
18.84,2.20688
18.85,2.20776
18.86,2.20935
18.87,2.19265
18.88,2.09308
18.89,2.13634
18.9,2.08473
18.91,2.03728
18.92,2.0172
18.93,2.06767
18.94,2.04552
18.95,2.13799
18.96,2.14138
18.97,2.16263
18.98,2.01325
18.99,2.05168
19,2.17918
19.01,2.00485
19.02,2.04261
19.03,2.06637
19.04,2.13434
19.05,2.20389
19.06,2.15976
19.07,2.22161
19.08,2.16652
19.09,2.18424
19.1,2.11024
19.11,2.0966
19.12,2.13628
19.13,2.13664
19.14,2.10928
19.15,2.13293
19.16,2.12067
19.17,2.14436
19.18,2.14408
19.19,2.15759
19.2,2.17665
19.21,2.18162
19.22,2.22707
19.23,2.18366
19.24,2.27274
19.25,2.22702
19.26,2.21047
19.27,2.13971
19.28,2.21072
19.29,2.31011
19.3,2.28963
19.31,2.28213
19.32,2.24311
19.33,2.25024
19.34,2.28937
19.35,2.37697
19.36,2.41872
19.37,2.37962
19.38,2.38902
19.39,2.34006
19.4,2.32358
19.41,2.30651
19.42,2.33782
19.43,2.25823
19.44,2.26065
19.45,2.3459
19.46,2.36685
19.47,2.39339
19.48,2.36961
19.49,2.35684
19.5,2.28266
19.51,2.33088
19.52,2.2452
19.53,2.27964
19.54,2.2665
19.55,2.29011
19.56,2.34028
19.57,2.33909
19.58,2.18162
19.59,2.22627
19.6,2.28099
19.61,2.26705
19.62,2.23627
19.63,2.26095
19.64,2.30214
19.65,2.23555
19.66,2.18883
19.67,2.13961
19.68,2.15902
19.69,2.23404
19.7,2.23457
19.71,2.24597
19.72,2.29107
19.73,2.33378
19.74,2.30595
19.75,2.20997
19.76,2.22109
19.77,2.1071
19.78,2.13774
19.79,2.17731
19.8,2.14076
19.81,2.33574
19.82,2.30909
19.83,2.37744
19.84,2.36625
19.85,2.24475
19.86,2.27803
19.87,2.25645
19.88,2.36969
19.89,2.38415
19.9,2.39127
19.91,2.39536
19.92,2.48177
19.93,2.38064
19.94,2.39549
19.95,2.44342
19.96,2.30206
19.97,2.25979
19.98,2.23992
19.99,2.21504
20,2.33656
20.01,2.32931
20.02,2.36719
20.03,2.27632
20.04,2.40153
20.05,2.25168
20.06,2.37634
20.07,2.26773
20.08,2.33985
20.09,2.35751
20.1,2.28121
20.11,2.35246
20.12,2.31493
20.13,2.28619
20.14,2.2856
20.15,2.26452
20.16,2.21799
20.17,2.17853
20.18,2.15152
20.19,2.14127
20.2,2.13002
20.21,2.1503
20.22,2.23614
20.23,2.1414
20.24,2.09671
20.25,2.08688
20.26,2.18996
20.27,2.23186
20.28,2.18544
20.29,2.2885
20.3,2.27643
20.31,2.15582
20.32,2.23622
20.33,2.32791
20.34,2.15459
20.35,2.25017
20.36,2.37474
20.37,2.31257
20.38,2.36422
20.39,2.32294
20.4,2.20254
20.41,2.37044
20.42,2.27387
20.43,2.18835
20.44,2.18705
20.45,2.25205
20.46,2.18075
20.47,2.18392
20.48,2.24348
20.49,2.30983
20.5,2.24357
20.51,2.30768
20.52,2.34757
20.53,2.35609
20.54,2.25936
20.55,2.18366
20.56,2.19146
20.57,2.19232
20.58,2.25886
20.59,2.21836
20.6,2.23937
20.61,2.28686
20.62,2.4116
20.63,2.31459
20.64,2.34284
20.65,2.36737
20.66,2.30149
20.67,2.35786
20.68,2.13434
20.69,2.08362
20.7,2.09478
20.71,2.00405
20.72,1.89639
20.73,1.95436
20.74,2.05294
20.75,2.10606
20.76,2.11563
20.77,2.20836
20.78,2.14207
20.79,2.20725
20.8,2.21575
20.81,2.15995
20.82,2.12739
20.83,2.14084
20.84,2.09316
20.85,2.13593
20.86,2.13084
20.87,2.1752
20.88,2.26824
20.89,2.3159
20.9,2.2676
20.91,2.27923
20.92,2.27686
20.93,2.14417
20.94,2.17456
20.95,2.26213
20.96,2.20109
20.97,2.26759
20.98,2.31762
20.99,2.30363
21,2.25058
21.01,2.37961
21.02,2.34126
21.03,2.37117
21.04,2.31191
21.05,2.3407
21.06,2.36813
21.07,2.44151
21.08,2.4338
21.09,2.51951
21.1,2.35656
21.11,2.2689
21.12,2.26829
21.13,2.20858
21.14,2.12848
21.15,2.22412
21.16,2.22567
21.17,2.2562
21.18,2.13083
21.19,2.25445
21.2,2.31578
21.21,2.20901
21.22,2.19783
21.23,2.39554
21.24,2.41265
21.25,2.28994
21.26,2.27461
21.27,2.24077
21.28,2.1817
21.29,2.27379
21.3,2.32212
21.31,2.26105
21.32,2.31704
21.33,2.1472
21.34,2.23661
21.35,2.25116
21.36,2.22653
21.37,2.26251
21.38,2.22771
21.39,2.23919
21.4,2.22923
21.41,2.20786
21.42,2.2559
21.43,2.2326
21.44,2.26307
21.45,2.20229
21.46,2.17195
21.47,2.22343
21.48,2.1839
21.49,2.24107
21.5,2.25316
21.51,2.35538
21.52,2.37351
21.53,2.28985
21.54,2.33085
21.55,2.20505
21.56,2.20522
21.57,2.2058
21.58,2.30906
21.59,2.17921
21.6,2.21794
21.61,2.3007
21.62,2.226
21.63,2.25647
21.64,2.31192
21.65,2.28009
21.66,2.26834
21.67,2.25505
21.68,2.3425
21.69,2.38722
21.7,2.2612
21.71,2.2256
21.72,2.24662
21.73,2.24589
21.74,2.35005
21.75,2.28952
21.76,2.28403
21.77,2.32692
21.78,2.25161
21.79,2.29676
21.8,2.24967
21.81,2.17658
21.82,2.18221
21.83,2.20113
21.84,2.20236
21.85,2.28968
21.86,2.18762
21.87,2.20375
21.88,2.2097
21.89,2.27027
21.9,2.267
21.91,2.25156
21.92,2.2071
21.93,2.20455
21.94,2.23029
21.95,2.27711
21.96,2.23576
21.97,2.2049
21.98,2.13597
21.99,2.19277
22,2.24544
22.01,2.30606
22.02,2.23892
22.03,2.1672
22.04,2.24981
22.05,2.14885
22.06,2.14745
22.07,2.29296
22.08,2.20331
22.09,2.17077
22.1,2.18149
22.11,2.17174
22.12,2.1168
22.13,2.13384
22.14,2.16408
22.15,2.16645
22.16,2.11566
22.17,2.19316
22.18,2.11719
22.19,2.09483
22.2,2.16061
22.21,2.09216
22.22,2.10939
22.23,2.18504
22.24,2.21381
22.25,2.18622
22.26,2.15125
22.27,2.09145
22.28,2.05302
22.29,2.1432
22.3,2.12076
22.31,2.0213
22.32,2.05421
22.33,2.05484
22.34,2.20805
22.35,2.1706
22.36,2.13987
22.37,2.22462
22.38,2.06398
22.39,2.0515
22.4,2.16637
22.41,2.10415
22.42,2.03945
22.43,2.03351
22.44,2.05133
22.45,2.13862
22.46,2.13405
22.47,2.1889
22.48,2.17903
22.49,2.12445
22.5,2.13936
22.51,2.16005
22.52,2.1865
22.53,2.11749
22.54,2.12552
22.55,2.17164
22.56,2.08089
22.57,2.12354
22.58,2.21177
22.59,2.14759
22.6,2.2841
22.61,2.25879
22.62,2.1478
22.63,2.17716
22.64,2.22918
22.65,2.27935
22.66,2.22741
22.67,2.21123
22.68,2.30766
22.69,2.26377
22.7,2.268
22.71,2.27152
22.72,2.34016
22.73,2.21537
22.74,2.21441
22.75,2.17772
22.76,2.24718
22.77,2.31061
22.78,2.33455
22.79,2.31914
22.8,2.32399
22.81,2.34294
22.82,2.43932
22.83,2.34922
22.84,2.31794
22.85,2.28461
22.86,2.31215
22.87,2.34239
22.88,2.33964
22.89,2.35527
22.9,2.35767
22.91,2.30335
22.92,2.31914
22.93,2.31264
22.94,2.29473
22.95,2.20733
22.96,2.16216
22.97,2.17757
22.98,2.1233
22.99,2.3136
23,2.19161
23.01,2.24385
23.02,2.14221
23.03,2.12928
23.04,2.09911
23.05,2.21831
23.06,2.16551
23.07,2.17988
23.08,2.21544
23.09,2.14411
23.1,2.12277
23.11,2.1573
23.12,2.18634
23.13,2.21939
23.14,2.19441
23.15,2.2373
23.16,2.27243
23.17,2.28288
23.18,2.23732
23.19,2.25753
23.2,2.18503
23.21,2.12355
23.22,2.1625
23.23,2.07175
23.24,2.18403
23.25,2.15324
23.26,2.1614
23.27,2.20654
23.28,2.08295
23.29,2.21172
23.3,2.20151
23.31,2.22401
23.32,2.23716
23.33,2.25463
23.34,2.30465
23.35,2.23448
23.36,2.26637
23.37,2.24691
23.38,2.16034
23.39,2.24174
23.4,2.17683
23.41,2.12293
23.42,2.17424
23.43,2.19162
23.44,2.1389
23.45,2.23036
23.46,2.17758
23.47,2.25338
23.48,2.14263
23.49,2.15076
23.5,2.20444
23.51,2.24214
23.52,2.29364
23.53,2.16809
23.54,2.13157
23.55,2.11018
23.56,2.14287
23.57,2.17944
23.58,2.13375
23.59,2.14953
23.6,2.07497
23.61,2.18982
23.62,2.21307
23.63,2.241
23.64,2.25324
23.65,2.25441
23.66,2.1927
23.67,2.14633
23.68,2.15839
23.69,2.16956
23.7,2.2585
23.71,2.20289
23.72,2.18479
23.73,2.01598
23.74,2.17343
23.75,2.22092
23.76,2.19559
23.77,2.04421
23.78,2.1267
23.79,2.14734
23.8,2.13893
23.81,2.13655
23.82,2.17189
23.83,2.12001
23.84,2.17651
23.85,2.24177
23.86,2.24582
23.87,2.18615
23.88,2.11786
23.89,2.19763
23.9,2.10968
23.91,2.17269
23.92,2.07201
23.93,2.126
23.94,2.1207
23.95,2.23188
23.96,2.20791
23.97,2.10594
23.98,2.25652
23.99,2.18247
24,2.25246
24.01,2.27269
24.02,2.24514
24.03,2.15891
24.04,2.16452
24.05,2.21521
24.06,2.12073
24.07,2.06633
24.08,2.08386
24.09,2.20971
24.1,2.12158
24.11,2.13589
24.12,2.16883
24.13,2.15173
24.14,2.13891
24.15,2.13938
24.16,2.14575
24.17,2.07085
24.18,2.04035
24.19,2.14959
24.2,2.10154
24.21,2.18167
24.22,2.23296
24.23,2.18731
24.24,2.1533
24.25,2.10715
24.26,2.11393
24.27,2.1414
24.28,2.03943
24.29,2.08518
24.3,2.01694
24.31,2.01938
24.32,2.08201
24.33,2.05374
24.34,2.05109
24.35,2.09483
24.36,2.06081
24.37,2.04562
24.38,2.10997
24.39,2.05941
24.4,2.07652
24.41,2.13749
24.42,2.0659
24.43,1.99868
24.44,2.02107
24.45,2.03887
24.46,2.01445
24.47,2.02611
24.48,2.07827
24.49,2.06006
24.5,2.08209
24.51,2.05529
24.52,2.0967
24.53,2.21335
24.54,2.11021
24.55,2.14272
24.56,2.01654
24.57,2.03269
24.58,2.06773
24.59,2.08746
24.6,2.19389
24.61,2.26189
24.62,2.2426
24.63,2.13522
24.64,2.15044
24.65,2.14048
24.66,2.20513
24.67,2.30139
24.68,2.22231
24.69,2.25945
24.7,2.26084
24.71,2.22929
24.72,2.29733
24.73,2.32622
24.74,2.27462
24.75,2.30067
24.76,2.26106
24.77,2.24601
24.78,2.07268
24.79,2.05634
24.8,2.09172
24.81,1.9797
24.82,2.07536
24.83,2.06186
24.84,2.21383
24.85,2.23585
24.86,2.25781
24.87,2.25688
24.88,2.27713
24.89,2.31484
24.9,2.16068
24.91,2.15871
24.92,2.16407
24.93,2.25849
24.94,2.11432
24.95,2.15244
24.96,2.14577
24.97,2.19353
24.98,2.09468
24.99,2.07342
25,2.17667
25.01,2.17028
25.02,2.28914
25.03,2.2009
25.04,2.1992
25.05,2.18199
25.06,2.24279
25.07,2.24944
25.08,2.27872
25.09,2.24291
25.1,1.99503
25.11,2.03932
25.12,2.1742
25.13,2.16034
25.14,2.15509
25.15,2.23652
25.16,2.20234
25.17,2.0368
25.18,2.18333
25.19,2.23292
25.2,2.30679
25.21,2.18129
25.22,2.15369
25.23,2.1327
25.24,2.1795
25.25,2.16403
25.26,2.09105
25.27,2.11717
25.28,2.08219
25.29,2.16244
25.3,2.1191
25.31,2.10894
25.32,2.21014
25.33,2.28507
25.34,2.21228
25.35,2.32626
25.36,2.22521
25.37,2.28073
25.38,2.19485
25.39,2.24216
25.4,2.32829
25.41,2.30856
25.42,2.17952
25.43,2.19414
25.44,2.20576
25.45,2.26311
25.46,2.23461
25.47,2.37536
25.48,2.3111
25.49,2.11508
25.5,2.27169
25.51,2.2201
25.52,2.19702
25.53,2.25427
25.54,2.26029
25.55,2.17579
25.56,2.3101
25.57,2.25943
25.58,2.32056
25.59,2.23042
25.6,2.16177
25.61,2.22506
25.62,2.14318
25.63,2.19976
25.64,2.27973
25.65,2.1958
25.66,2.31456
25.67,2.19038
25.68,2.32934
25.69,2.32474
25.7,2.29681
25.71,2.29786
25.72,2.2638
25.73,2.18879
25.74,2.06018
25.75,2.085
25.76,1.94917
25.77,1.9801
25.78,1.97827
25.79,2.0127
25.8,2.03545
25.81,2.10412
25.82,2.22302
25.83,2.18938
25.84,2.21491
25.85,2.22695
25.86,2.26765
25.87,2.16452
25.88,2.05364
25.89,2.20293
25.9,2.18884
25.91,2.16285
25.92,2.18883
25.93,2.12358
25.94,2.12704
25.95,2.15379
25.96,2.10326
25.97,2.13199
25.98,2.12591
25.99,2.15872
26,2.19348
26.01,2.06415
26.02,2.18184
26.03,2.08168
26.04,2.09951
26.05,2.03537
26.06,2.11578
26.07,2.03295
26.08,2.05608
26.09,2.11259
26.1,2.0818
26.11,2.25279
26.12,2.17121
26.13,2.20297
26.14,2.19628
26.15,2.11552
26.16,2.08516
26.17,2.11696
26.18,2.08898
26.19,2.14306
26.2,2.13669
26.21,2.05098
26.22,2.12751
26.23,2.02197
26.24,2.0558
26.25,2.08658
26.26,2.07151
26.27,2.1478
26.28,2.07164
26.29,2.12941
26.3,2.07359
26.31,2.08177
26.32,2.18765
26.33,2.16551
26.34,2.07305
26.35,2.14696
26.36,2.13825
26.37,2.04912
26.38,2.11753
26.39,2.07702
26.4,2.10436
26.41,2.07824
26.42,2.07257
26.43,2.07568
26.44,2.15154
26.45,2.10632
26.46,2.17487
26.47,2.10829
26.48,2.13548
26.49,2.0658
26.5,2.02572
26.51,2.11832
26.52,2.10362
26.53,2.08077
26.54,2.10077
26.55,2.11076
26.56,2.18647
26.57,2.02254
26.58,2.01152
26.59,2.02236
26.6,1.99916
26.61,1.93312
26.62,2.05882
26.63,2.04859
26.64,2.15276
26.65,2.13547
26.66,2.2278
26.67,2.13769
26.68,2.15979
26.69,2.16772
26.7,2.0857
26.71,2.1847
26.72,2.18848
26.73,2.1943
26.74,2.23734
26.75,2.20445
26.76,2.1687
26.77,2.23866
26.78,2.14188
26.79,2.18883
26.8,2.20793
26.81,2.21662
26.82,2.21699
26.83,2.24355
26.84,2.28338
26.85,2.23526
26.86,2.15104
26.87,2.22517
26.88,2.18263
26.89,2.18329
26.9,2.23522
26.91,2.29535
26.92,2.23159
26.93,2.11949
26.94,2.23397
26.95,2.30802
26.96,2.21495
26.97,2.22947
26.98,2.22689
26.99,2.25265
27,2.22811
27.01,2.22225
27.02,2.1558
27.03,2.16876
27.04,2.17867
27.05,2.13745
27.06,2.16515
27.07,2.06158
27.08,2.05659
27.09,2.04191
27.1,2.21863
27.11,2.12481
27.12,2.12961
27.13,2.13951
27.14,2.15984
27.15,2.17004
27.16,2.2159
27.17,2.13731
27.18,2.13102
27.19,2.10651
27.2,2.07437
27.21,2.0375
27.22,2.07895
27.23,2.06749
27.24,2.07816
27.25,2.01948
27.26,2.10738
27.27,2.08318
27.28,2.14279
27.29,2.10463
27.3,2.2104
27.31,2.14511
27.32,2.0649
27.33,2.1771
27.34,2.1449
27.35,2.02895
27.36,2.01579
27.37,2.04211
27.38,1.89402
27.39,2.07003
27.4,2.05214
27.41,2.12379
27.42,2.0609
27.43,2.08709
27.44,2.14682
27.45,2.00848
27.46,2.11249
27.47,2.08768
27.48,2.06546
27.49,2.13473
27.5,2.23232
27.51,2.20815
27.52,2.12654
27.53,1.96843
27.54,1.92805
27.55,2.03597
27.56,2.08073
27.57,2.11243
27.58,2.05808
27.59,2.14503
27.6,2.17432
27.61,2.25517
27.62,2.17058
27.63,2.18216
27.64,2.04676
27.65,2.15665
27.66,2.20219
27.67,2.20789
27.68,2.15742
27.69,2.1213
27.7,2.10881
27.71,2.07107
27.72,2.07169
27.73,2.11
27.74,2.11399
27.75,2.07889
27.76,2.01786
27.77,1.95185
27.78,1.88022
27.79,1.84359
27.8,1.85138
27.81,1.94543
27.82,1.93857
27.83,1.96348
27.84,1.92823
27.85,1.9955
27.86,2.02639
27.87,1.92484
27.88,2.04951
27.89,2.14768
27.9,2.15198
27.91,2.027
27.92,2.03178
27.93,1.86662
27.94,1.9008
27.95,1.96275
27.96,1.95241
27.97,2.09546
27.98,1.91278
27.99,2.03746
28,1.82732
28.01,1.88135
28.02,1.898
28.03,1.85712
28.04,1.84769
28.05,1.8203
28.06,1.89284
28.07,1.91976
28.08,1.88289
28.09,1.85114
28.1,1.89987
28.11,1.86737
28.12,1.86039
28.13,1.87853
28.14,1.8991
28.15,1.99278
28.16,1.93949
28.17,1.97767
28.18,1.87315
28.19,1.92201
28.2,1.88489
28.21,1.91993
28.22,1.98494
28.23,1.85046
28.24,1.79132
28.25,1.74691
28.26,1.84341
28.27,1.87784
28.28,1.80084
28.29,1.87925
28.3,1.94071
28.31,1.92259
28.32,1.97836
28.33,1.88001
28.34,1.88213
28.35,1.86004
28.36,1.89437
28.37,1.8173
28.38,1.91479
28.39,1.87657
28.4,1.91704
28.41,1.82943
28.42,1.84502
28.43,1.9276
28.44,1.9967
28.45,1.97365
28.46,1.93349
28.47,1.97868
28.48,1.955
28.49,1.98193
28.5,1.99852
28.51,1.89663
28.52,1.91153
28.53,2.07912
28.54,2.03244
28.55,2.1213
28.56,2.1942
28.57,2.15728
28.58,2.27367
28.59,2.23341
28.6,2.18702
28.61,2.11365
28.62,2.14256
28.63,2.13195
28.64,2.15949
28.65,2.08866
28.66,2.18423
28.67,2.09013
28.68,2.11341
28.69,2.08785
28.7,2.07789
28.71,2.06584
28.72,2.06591
28.73,2.09639
28.74,2.08227
28.75,2.06097
28.76,2.09748
28.77,2.06832
28.78,2.02491
28.79,2.06379
28.8,2.07673
28.81,1.96794
28.82,2.01457
28.83,2.00339
28.84,1.93045
28.85,1.97496
28.86,2.01628
28.87,2.05165
28.88,2.0342
28.89,1.97879
28.9,1.96878
28.91,1.99056
28.92,2.03184
28.93,1.98729
28.94,2.0002
28.95,2.02924
28.96,2.04787
28.97,2.03802
28.98,2.04568
28.99,1.93067
29,1.93491
29.01,1.99503
29.02,2.00448
29.03,2.0651
29.04,2.09186
29.05,2.18747
29.06,2.30714
29.07,2.16292
29.08,2.18594
29.09,2.11867
29.1,2.02598
29.11,1.99067
29.12,1.99722
29.13,2.00309
29.14,2.07245
29.15,2.06407
29.16,1.98101
29.17,1.995
29.18,1.88661
29.19,1.93357
29.2,2.02888
29.21,2.00192
29.22,1.9473
29.23,1.9113
29.24,1.93773
29.25,1.87928
29.26,1.91374
29.27,1.9141
29.28,1.89256
29.29,1.79722
29.3,1.91433
29.31,1.95201
29.32,1.92821
29.33,1.96745
29.34,1.83195
29.35,1.90158
29.36,1.92414
29.37,1.95401
29.38,1.97978
29.39,1.92804
29.4,1.94025
29.41,1.92977
29.42,1.90183
29.43,1.91263
29.44,1.91248
29.45,1.81925
29.46,1.80276
29.47,1.77755
29.48,1.81659
29.49,1.90911
29.5,1.96511
29.51,1.87531
29.52,1.91
29.53,1.92583
29.54,1.96991
29.55,2.00167
29.56,2.0728
29.57,2.00765
29.58,1.96898
29.59,1.99242
29.6,1.92578
29.61,1.99857
29.62,1.96533
29.63,1.95986
29.64,1.95953
29.65,1.87228
29.66,1.91283
29.67,1.86838
29.68,1.79018
29.69,1.73968
29.7,1.71786
29.71,1.8369
29.72,1.84404
29.73,1.78412
29.74,1.87475
29.75,1.763
29.76,1.79904
29.77,1.81627
29.78,1.86446
29.79,1.97369
29.8,1.93105
29.81,1.95776
29.82,1.96547
29.83,2.01783
29.84,2.02492
29.85,2.03232
29.86,2.09269
29.87,2.00731
29.88,2.07668
29.89,2.02584
29.9,2.02844
29.91,2.01773
29.92,1.99912
29.93,2.06671
29.94,1.97867
29.95,2.0047
29.96,1.9872
29.97,2.04464
29.98,2.02382
29.99,2.03005
30,1.99746
30.01,1.98469
30.02,1.94716
30.03,2.02861
30.04,2.00927
30.05,2.01485
30.06,1.96782
30.07,2.03255
30.08,2.00429
30.09,1.92566
30.1,1.91893
30.11,1.96101
30.12,2.07498
30.13,1.93452
30.14,1.91749
30.15,1.9746
30.16,1.93896
30.17,1.90394
30.18,1.98784
30.19,1.94181
30.2,2.00008
30.21,2.02602
30.22,2.10966
30.23,2.00551
30.24,2.06242
30.25,2.03611
30.26,2.2348
30.27,2.1427
30.28,2.2249
30.29,2.21544
30.3,2.19472
30.31,2.12516
30.32,2.12028
30.33,2.2037
30.34,2.06978
30.35,2.07939
30.36,2.10282
30.37,2.16179
30.38,2.15062
30.39,2.14751
30.4,2.18459
30.41,2.15423
30.42,2.13338
30.43,2.20085
30.44,2.12758
30.45,2.07809
30.46,2.11415
30.47,2.19106
30.48,2.23177
30.49,2.24527
30.5,2.12641
30.51,2.09715
30.52,2.2575
30.53,2.18573
30.54,2.1299
30.55,2.13467
30.56,2.21387
30.57,2.34762
30.58,2.43029
30.59,2.37555
30.6,2.27037
30.61,2.26253
30.62,2.2662
30.63,2.20427
30.64,2.25629
30.65,2.35759
30.66,2.404
30.67,2.37077
30.68,2.47698
30.69,2.29338
30.7,2.43077
30.71,2.30445
30.72,2.27291
30.73,2.35295
30.74,2.38013
30.75,2.3373
30.76,2.35731
30.77,2.39652
30.78,2.31499
30.79,2.30401
30.8,2.30872
30.81,2.27079
30.82,2.31994
30.83,2.30642
30.84,2.42286
30.85,2.42001
30.86,2.22255
30.87,2.2481
30.88,2.18145
30.89,2.21611
30.9,2.20368
30.91,2.22303
30.92,2.28807
30.93,2.1983
30.94,2.25152
30.95,2.2183
30.96,2.23945
30.97,2.30428
30.98,2.39826
30.99,2.26712
31,2.28434
31.01,2.39479
31.02,2.40213
31.03,2.36513
31.04,2.44659
31.05,2.4257
31.06,2.40695
31.07,2.3402
31.08,2.25859
31.09,2.34651
31.1,2.34124
31.11,2.28129
31.12,2.29268
